PA,district_name,state_abbr,state_name,new_26,new_26_desc,24,24_desc,22,22_desc,20,20_desc,18,18_desc,16,16_desc
1806,IN-06,IN,Indiana,,,No,,Yes,"IN-6 was substantially redrawn, adding Johnson County, taking 31% of Marion County and giving up 9 whole counties, among them Jennings, Decatur and Ohio counties. It was safely Republican.",No,,No,,No,
1807,IN-07,IN,Indiana,,,No,,Yes,"IN-7 was reshaped, trading territory with IN-5 within the same counties. It was safely Democratic.",No,,No,,No,
1808,IN-08,IN,Indiana,,,No,,Yes,"IN-8 kept most of its previous shape, adding Orange County, taking in the rest of Crawford County and taking 53% of Fountain County. It was safely Republican.",No,,No,,No,
1809,IN-09,IN,Indiana,,,No,,Yes,"IN-9 was reshaped, adding 8 whole counties, among them Jennings, Decatur and Ohio counties, taking in the rest of Scott County and taking 28% of Bartholomew County. It was safely Republican.",No,,No,,No,
1901,IA-01,IA,Iowa,,,No,,Yes,"IA-1 was rebuilt almost from scratch, adding 17 whole counties, among them Cedar, Mahaska and Marion counties and giving up 17 whole counties, among them Black Hawk, Howard and Marshall counties. It was a Republican-leaning toss-up.",No,,No,,No,
1902,IA-02,IA,Iowa,,,No,,Yes,"IA-2 was rebuilt almost from scratch, adding 22 whole counties, among them Black Hawk, Howard and Delaware counties and giving up 24 whole counties, among them Wapello, Cedar and Wayne counties. It leaned Republican.",No,,No,,No,
1903,IA-03,IA,Iowa,,,No,,Yes,"IA-3 was reshaped, adding 9 whole counties, among them Wapello, Wayne and Greene counties and giving up Pottawattamie, Mills, Warren and Fremont counties. It was a Republican-leaning toss-up.",No,,No,,No,
1904,IA-04,IA,Iowa,,,No,,Yes,"IA-4 was reshaped, adding Marshall, Pottawattamie, Mills and Fremont counties and giving up Hardin, Cerro Gordo, Greene, Grundy, Chickasaw and Butler counties and one more. It was safely Republican.",No,,No,,No,
2001,KS-01,KS,Kansas,,,No,,Yes,"KS-1 kept most of its previous shape, adding Jefferson County, taking 87% of Jackson County and taking in the rest of Marshall County. It was safely Republican.",No,,No,,No,
2002,KS-02,KS,Kansas,,,No,,Yes,"KS-2 was reshaped, adding Marion, Chase, Lyon, Morris, Wabaunsee and Geary counties, taking 60% of Wyandotte County and giving up Franklin, Anderson and Jefferson counties. It was solidly Republican.",No,,No,,No,
2003,KS-03,KS,Kansas,,,No,,Yes,"KS-3 kept most of its previous shape, adding Franklin and Anderson counties, taking in the rest of Miami County and cutting its share of Wyandotte County from 100% to 40%. It was a Republican-leaning toss-up.",No,,No,,No,
2004,KS-04,KS,Kansas,,,No,,Yes,"KS-4 kept most of its previous shape, raising its share of Pawnee County from 21% to 54%. It was solidly Republican.",No,,No,,No,
2101,KY-01,KY,Kentucky,,,No,,Yes,"KY-1 kept most of its previous shape, adding Boyle and Franklin counties, taking in the rest of Washington County and taking 47% of Anderson County. It was safely Republican.",No,,No,,No,
2102,KY-02,KY,Kentucky,,,No,,Yes,"KY-2 was reshaped, adding Muhlenberg, Ohio and McLean counties, taking 20% of Jefferson County and giving up Boyle, Garrard and Mercer counties. It was safely Republican.",No,,No,,No,
2103,KY-03,KY,Kentucky,,,No,,Yes,"KY-3 kept most of its previous shape, trading territory with KY-4 within the same counties. It was solidly Democratic.",No,,No,,No,
2104,KY-04,KY,Kentucky,,,No,,Yes,"KY-4 kept most of its previous shape, adding Robertson County, taking in the rest of Spencer County and taking 47% of Nelson County. It was safely Republican.",No,,No,,No,
2105,KY-05,KY,Kentucky,,,No,,Yes,"KY-5 kept most of its previous shape, adding Wolfe and Menifee counties, taking 49% of Bath County and taking in the rest of Boyd County. It was safely Republican.",No,,No,,No,
2106,KY-06,KY,Kentucky,,,No,,Yes,"KY-6 was reshaped, adding Garrard and Mercer counties, taking in the rest of Jessamine County and giving up Wolfe, Franklin, Menifee and Robertson counties. It was solidly Republican.",No,,No,,No,
2201,LA-01,LA,Louisiana,Yes,"Louisiana's 2026 map (SB 121, signed by Gov. Jeff Landry on May 29, 2026) replaced the 2024 court-driven plan that the U.S. Supreme Court struck down as a racial gerrymander in Louisiana v. Callais. LA-1 remains the New Orleans suburban and Northshore seat (Metairie, Slidell, Covington) running down to the river delta; it gave up its pieces of Livingston, Ascension and St. Charles parishes and picked up part of Terrebonne Parish around Houma, staying at Trump +38. The late redraw also moved Louisiana's 2026 House elections to an all-party primary on Nov. 3 with a Dec. 12 runoff.",Yes,"LA-1 extended west along the river, taking 36% of Livingston and 34% of Ascension parishes and raising its share of Orleans from 47% to 78%, while giving up Terrebonne Parish. It remained safely Republican.",Yes,"LA-1 was redrawn, cutting its share of Terrebonne Parish from 71% to 41%. It was safely Republican.",No,,No,,No,
2202,LA-02,LA,Louisiana,Yes,"Louisiana's 2026 map (SB 121, signed by Gov. Jeff Landry on May 29, 2026) replaced the 2024 court-driven plan that the U.S. Supreme Court struck down as a racial gerrymander in Louisiana v. Callais. LA-2 is again the state's only Democratic-leaning district: the New Orleans seat once more follows the Mississippi River up to north Baton Rouge (part of LA-6 on the 2024 map) while Assumption Parish and most of Iberville, St. John the Baptist and Ascension parishes moved to LA-6, deepening it from Harris +31 to Harris +48. The late redraw also moved Louisiana's 2026 House elections to an all-party primary on Nov. 3 with a Dec. 12 runoff.",Yes,"LA-2 moved up the Mississippi corridor, absorbing Iberville, Assumption and St. John the Baptist parishes and more of Ascension, while its share of Orleans Parish fell from 53% to 22%. It stayed safely Democratic.",Yes,"LA-2 was redrawn, trading territory with LA-6 and LA-1 within the same parishes. It was safely Democratic.",No,,No,,No,
2203,LA-03,LA,Louisiana,Yes,"Louisiana's 2026 map (SB 121, signed by Gov. Jeff Landry on May 29, 2026) replaced the 2024 court-driven plan that the U.S. Supreme Court struck down as a racial gerrymander in Louisiana v. Callais. LA-3 remains the Acadiana and southwest Louisiana seat (Lafayette, Lake Charles); it regained the part of Lafayette Parish and picked up the part of St. Landry Parish (Opelousas) that had been in the old LA-6, and ceded part of Terrebonne Parish to LA-1, moving from Trump +45 to Trump +36. The late redraw also moved Louisiana's 2026 House elections to an all-party primary on Nov. 3 with a Dec. 12 runoff.",Yes,"LA-3 shifted east onto the bayou coast, taking all of Terrebonne and St. Mary parishes and nearly all of St. Martin, while giving up most of Calcasieu — down from 100% to 27% — and part of Lafayette. It remained safely Republican.",Yes,"LA-3 was redrawn, cutting its share of St. Martin Parish from 98% to 73% and cutting its share of St. Mary Parish from 99% to 80%. It was safely Republican.",No,,No,,No,
2204,LA-04,LA,Louisiana,Yes,"Louisiana's 2026 map (SB 121, signed by Gov. Jeff Landry on May 29, 2026) replaced the 2024 court-driven plan that the U.S. Supreme Court struck down as a racial gerrymander in Louisiana v. Callais. LA-4 remains the northwest Louisiana seat and regained the Shreveport, De Soto Parish and Natchitoches Parish territory that the 2024 map had placed in LA-6, while Lincoln, Jackson, Winn and Grant parishes and its shares of Ouachita and Rapides parishes moved to LA-5. It shifts from Trump +52 to Trump +34. The late redraw also moved Louisiana's 2026 House elections to an all-party primary on Nov. 3 with a Dec. 12 runoff.",Yes,"LA-4 swung east and south, adding Jackson, Lincoln and Winn parishes, 73% of Calcasieu and shares of Ouachita and Rapides, while giving up Natchitoches and St. Landry parishes and part of De Soto. It stayed safely Republican.",Yes,"LA-4 was redrawn, taking in the rest of St. Landry Parish and taking 37% of Grant Parish. It was solidly Republican.",No,,No,,No,
2205,LA-05,LA,Louisiana,Yes,"Louisiana's 2026 map (SB 121, signed by Gov. Jeff Landry on May 29, 2026) replaced the 2024 court-driven plan that the U.S. Supreme Court struck down as a racial gerrymander in Louisiana v. Callais. LA-5 remains the northeast Louisiana and Florida Parishes seat; it now holds all of Ouachita Parish (Monroe) and Rapides Parish (Alexandria) plus Lincoln, Jackson, Winn and Grant parishes and part of St. Landry Parish, and gave Livingston Parish and its share of East Baton Rouge Parish to LA-6. It moves from Trump +36 to Trump +34. The late redraw also moved Louisiana's 2026 House elections to an all-party primary on Nov. 3 with a Dec. 12 runoff.",Yes,"LA-5 moved south toward Baton Rouge, taking 64% of Livingston and 46% of East Baton Rouge parishes while giving up Jackson, Lincoln, Winn and Rapides parishes and most of Ouachita and Avoyelles. It remained safely Republican.",Yes,"LA-5 was redrawn, adding Pointe Coupee Parish, taking in the rest of St. Helena Parish and taking in the rest of East Feliciana Parish. It was safely Republican.",No,,No,,No,
2206,LA-06,LA,Louisiana,Yes,"LA-6 changed more than any other district under Louisiana's 2026 map (SB 121, signed by Gov. Jeff Landry on May 29, 2026), which replaced the 2024 court-driven plan that the U.S. Supreme Court struck down as a racial gerrymander in Louisiana v. Callais. The Baton Rouge-to-Shreveport Black-opportunity district drawn for 2024 (Harris +15) was dismantled; LA-6 is once again a Baton Rouge suburban seat covering southern and eastern East Baton Rouge Parish, Livingston, Ascension, Iberville and Assumption parishes and part of the River Parishes, at Trump +32. The late redraw also moved Louisiana's 2026 House elections to an all-party primary on Nov. 3 with a Dec. 12 runoff.",Yes,"LA-6 was rebuilt almost entirely — barely a tenth of its old area survived — into a diagonal district running from Shreveport to Baton Rouge, taking Natchitoches, St. Landry and Pointe Coupee parishes plus shares of De Soto, Rapides, Avoyelles, Lafayette and Caddo. It gave up the Baton Rouge suburbs and the bayou parishes, and flipped from safely Republican to solidly Democratic as the state's second majority-Black district.",Yes,"LA-6 was redrawn, raising its share of Terrebonne Parish from 29% to 59%, taking 26% of St. Martin Parish and giving up Pointe Coupee Parish. It was safely Republican.",No,,No,,No,
2301,ME-01,ME,Maine,,,No,,Yes,"ME-1 kept most of its previous shape, trading territory with ME-2 within the same counties. It was solidly Democratic.",No,,No,,No,
2302,ME-02,ME,Maine,,,No,,Yes,"ME-2 kept most of its previous shape, trading territory with ME-1 within the same counties. It leaned Republican.",No,,No,,No,
2401,MD-01,MD,Maryland,,,No,,Yes,"MD-1 kept most of its previous shape, taking in the rest of Harford County and dropping out of Carroll County. It was solidly Republican.",No,,No,,No,
2402,MD-02,MD,Maryland,,,No,,Yes,"MD-2 was substantially redrawn, taking 90% of Carroll County, raising its share of Baltimore County from 30% to 66% and dropping out of the city of Baltimore. It leaned Democratic.",No,,No,,No,
2403,MD-03,MD,Maryland,,,No,,Yes,"MD-3 was reshaped, taking in the rest of Howard County, raising its share of Anne Arundel County from 27% to 52% and dropping out of the city of Baltimore. It was solidly Democratic.",No,,No,,No,
2404,MD-04,MD,Maryland,,,No,,Yes,"MD-4 was substantially redrawn, dropping out of Anne Arundel County. It was safely Democratic.",No,,No,,No,
2405,MD-05,MD,Maryland,,,No,,Yes,"MD-5 kept most of its previous shape, raising its share of Anne Arundel County from 31% to 48%. It was safely Democratic.",No,,No,,No,
2406,MD-06,MD,Maryland,,,No,,Yes,"MD-6 kept most of its previous shape, taking in the rest of Frederick County. It was a Democratic-leaning toss-up.",No,,No,,No,
2407,MD-07,MD,Maryland,,,No,,Yes,"MD-7 was rebuilt almost from scratch, taking in the rest of the city of Baltimore, dropping out of Howard County and cutting its share of Baltimore County from 41% to 8%. It was safely Democratic.",No,,No,,No,
2408,MD-08,MD,Maryland,,,No,,Yes,"MD-8 was rebuilt almost from scratch, raising its share of Montgomery County from 35% to 55%, dropping out of Frederick County and dropping out of Carroll County. It was safely Democratic.",No,,No,,No,
2501,MA-01,MA,Massachusetts,,,No,,Yes,"MA-1 kept most of its previous shape, cutting its share of Franklin County from 45% to 13%. It was solidly Democratic.",No,,No,,No,
2502,MA-02,MA,Massachusetts,,,No,,Yes,"MA-2 kept most of its previous shape, raising its share of Franklin County from 55% to 87%. It was solidly Democratic.",No,,No,,No,
2503,MA-03,MA,Massachusetts,,,No,,Yes,"MA-3 kept most of its previous shape, trading territory with MA-6 and MA-2 within the same counties. It was solidly Democratic.",No,,No,,No,
2504,MA-04,MA,Massachusetts,,,No,,Yes,"MA-4 kept most of its previous shape, trading territory with MA-2, MA-9 and MA-5 within the same counties. It was solidly Democratic.",No,,No,,No,
2505,MA-05,MA,Massachusetts,,,No,,Yes,"MA-5 was reshaped, trading territory with MA-4, MA-3 and MA-7 within the same counties. It was safely Democratic.",No,,No,,No,
2506,MA-06,MA,Massachusetts,,,No,,Yes,"MA-6 kept most of its previous shape, trading territory with MA-3 within the same counties. It was solidly Democratic.",No,,No,,No,
2507,MA-07,MA,Massachusetts,,,No,,Yes,"MA-7 was reshaped, cutting its share of Suffolk County from 77% to 55%. It was safely Democratic.",No,,No,,No,
2508,MA-08,MA,Massachusetts,,,No,,Yes,"MA-8 was reshaped, raising its share of Suffolk County from 9% to 25%. It was safely Democratic.",No,,No,,No,
2509,MA-09,MA,Massachusetts,,,No,,Yes,"MA-9 kept most of its previous shape, trading territory with MA-8 within the same counties. It leaned Democratic.",No,,No,,No,
2601,MI-01,MI,Michigan,,,No,,Yes,"MI-1 kept most of its previous shape, adding Ogemaw, Roscommon, Arenac, Missaukee and Iosco counties, taking 22% of Wexford County and giving up Manistee County. It was solidly Republican.",No,,No,,No,
2602,MI-02,MI,Michigan,,,No,,Yes,"MI-2 was reshaped, adding 10 whole counties, among them Isabella, Manistee and Clare counties, taking 78% of Wexford County and taking in the rest of Mason County. It was safely Republican.",No,,No,,No,
2603,MI-03,MI,Michigan,,,No,,Yes,"MI-3 was rebuilt almost from scratch, taking 49% of Ottawa County, taking 28% of Muskegon County and giving up Ionia, Barry and Calhoun counties. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It was a Democratic-leaning toss-up.",No,,No,,No,
2604,MI-04,MI,Michigan,,,No,,Yes,"MI-4 was rebuilt almost from scratch, adding Van Buren and Allegan counties, taking 75% of Kalamazoo County and taking 44% of Ottawa County. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Republican.",No,,No,,No,
2605,MI-05,MI,Michigan,,,No,,Yes,"MI-5 was rebuilt almost from scratch, adding Branch, Jackson, St. Joseph, Hillsdale, Cass and Lenawee counties and one more, taking 80% of Calhoun County and taking 78% of Berrien County. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
2606,MI-06,MI,Michigan,,,No,,Yes,"MI-6 was rebuilt almost from scratch, adding Washtenaw County, taking 40% of Wayne County and giving up Kalamazoo, St. Joseph, Cass, Van Buren, Berrien and Allegan counties. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Democratic.",No,,No,,No,
2607,MI-07,MI,Michigan,,,No,,Yes,"MI-7 was rebuilt almost from scratch, adding Clinton, Ingham, Livingston and Shiawassee counties, giving up Branch, Hillsdale, Lenawee, Monroe and Jackson counties and dropping out of Washtenaw County. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It was a Republican-leaning toss-up.",No,,No,,No,
2608,MI-08,MI,Michigan,,,No,,Yes,"MI-8 was rebuilt almost from scratch, adding Saginaw, Bay and Genesee counties, taking 66% of Midland County and giving up Livingston and Ingham counties. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It was a Republican-leaning toss-up.",No,,No,,No,
2609,MI-09,MI,Michigan,,,No,,Yes,"MI-9 was rebuilt almost from scratch, adding Lapeer, Sanilac, St. Clair, Huron and Tuscola counties, raising its share of Oakland County from 6% to 45% and raising its share of Macomb County from 27% to 60%. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
2610,MI-10,MI,Michigan,,,No,,Yes,"MI-10 was rebuilt almost from scratch, giving up Lapeer, Sanilac, St. Clair and Huron counties, dropping out of Tuscola County and cutting its share of Macomb County from 73% to 39%. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It was a Republican-leaning toss-up.",No,,No,,No,
2611,MI-11,MI,Michigan,,,No,,Yes,"MI-11 was substantially redrawn, dropping out of Wayne County. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Democratic.",No,,No,,No,
2612,MI-12,MI,Michigan,,,No,,Yes,"MI-12 was rebuilt almost from scratch, dropping out of Washtenaw County and cutting its share of Wayne County from 42% to 24%. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
2613,MI-13,MI,Michigan,,,No,,Yes,"MI-13 was substantially redrawn, trading territory with MI-14 and MI-12 within the same counties. Michigan lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
2614,MI-14,MI,Michigan,,,Inactive,,Inactive,,No,,No,,No,
2701,MN-01,MN,Minnesota,,,No,,Yes,"MN-1 kept most of its previous shape, adding Wabasha and Goodhue counties, giving up Le Sueur County and cutting its share of Brown County from 99% to 62%. It leaned Republican.",No,,No,,No,
2702,MN-02,MN,Minnesota,,,No,,Yes,"MN-2 was substantially redrawn, adding Le Sueur County, raising its share of Rice County from 34% to 57% and giving up Wabasha and Goodhue counties. It was a Democratic-leaning toss-up.",No,,No,,No,
2703,MN-03,MN,Minnesota,,,No,,Yes,"MN-3 kept most of its previous shape, dropping out of Carver County. It was solidly Democratic.",No,,No,,No,
2704,MN-04,MN,Minnesota,,,No,,Yes,"MN-4 kept most of its previous shape, trading territory with MN-5 and MN-2 within the same counties. It was safely Democratic.",No,,No,,No,
2705,MN-05,MN,Minnesota,,,No,,Yes,"MN-5 kept most of its previous shape, trading territory with MN-3 and MN-4 within the same counties. It was safely Democratic.",No,,No,,No,
2706,MN-06,MN,Minnesota,,,No,,Yes,"MN-6 was reshaped, taking in the rest of Carver County, dropping out of Washington County and cutting its share of Stearns County from 43% to 19%. It was solidly Republican.",No,,No,,No,
2707,MN-07,MN,Minnesota,,,No,,Yes,"MN-7 was reshaped, adding Wadena and Morrison counties, taking 38% of Brown County and taking in the rest of Cottonwood County. It was safely Republican.",No,,No,,No,
2708,MN-08,MN,Minnesota,,,No,,Yes,"MN-8 kept most of its previous shape, adding Mahnomen, Clearwater and Lake of the Woods counties, taking in the rest of Beltrami County and taking 40% of Washington County. It was solidly Republican.",No,,No,,No,
2801,MS-01,MS,Mississippi,,,No,,Yes,"MS-1 kept most of its previous shape, giving up Winston County. It was safely Republican.",No,,No,,No,
2802,MS-02,MS,Mississippi,,,No,,Yes,"MS-2 kept most of its previous shape, adding Amite, Wilkinson, Franklin and Adams counties. It was solidly Democratic.",No,,No,,No,
2803,MS-03,MS,Mississippi,,,No,,Yes,"MS-3 was reshaped, adding Marion and Winston counties, taking in the rest of Clarke County and taking 10% of Jones County. It was safely Republican.",No,,No,,No,
2804,MS-04,MS,Mississippi,,,No,,Yes,"MS-4 kept most of its previous shape, giving up Marion County, dropping out of Clarke County and cutting its share of Jones County from 100% to 90%. It was safely Republican.",No,,No,,No,
2901,MO-01,MO,Missouri,Yes,"Gov. Mike Kehoe (R) signed new map into law on Sept. 28, 2025.",No,,Yes,"MO-1 kept most of its previous shape, trading territory with MO-2 within the same counties. It was safely Democratic.",No,,No,,No,
2902,MO-02,MO,Missouri,Yes,"Gov. Mike Kehoe (R) signed new map into law on Sept. 28, 2025.",No,,Yes,"MO-2 was reshaped, adding Franklin County, taking 77% of Warren County and raising its share of St. Charles County from 16% to 39%. It leaned Republican.",No,,No,,No,
2903,MO-03,MO,Missouri,Yes,"Gov. Mike Kehoe (R) signed new map into law on Sept. 28, 2025.",No,,Yes,"MO-3 was reshaped, adding Cooper, Washington, Moniteau and Crawford counties, taking 42% of Boone County and raising its share of Jefferson County from 34% to 49%. It was safely Republican.",No,,No,,No,
2904,MO-04,MO,Missouri,Yes,"Gov. Mike Kehoe (R) signed new map into law on Sept. 28, 2025.",No,,Yes,"MO-4 was reshaped, adding Lafayette, Polk and Saline counties, taking 25% of Jackson County and raising its share of Camden County from 70% to 93%. It was safely Republican.",No,,No,,No,
2905,MO-05,MO,Missouri,Yes,"Gov. Mike Kehoe (R) signed new map into law on Sept. 28, 2025.",No,,Yes,"MO-5 was rebuilt almost from scratch, raising its share of Clay County from 10% to 20%, giving up Ray, Lafayette and Saline counties and cutting its share of Jackson County from 70% to 57%. It was solidly Democratic.",No,,No,,No,
2906,MO-06,MO,Missouri,Yes,"Gov. Mike Kehoe (R) signed new map into law on Sept. 28, 2025.",No,,Yes,"MO-6 kept most of its previous shape, adding Lincoln, Randolph and Ray counties, taking in the rest of Audrain County and cutting its share of Jackson County from 30% to 19%. It was safely Republican.",No,,No,,No,
2907,MO-07,MO,Missouri,Yes,"Gov. Mike Kehoe (R) signed new map into law on Sept. 28, 2025.",No,,Yes,"MO-7 kept most of its previous shape, raising its share of Webster County from 18% to 42% and giving up Polk County. It was safely Republican.",No,,No,,No,
2908,MO-08,MO,Missouri,Yes,"Gov. Mike Kehoe (R) signed new map into law on Sept. 28, 2025.",No,,Yes,"MO-8 kept most of its previous shape, giving up Washington and Crawford counties and cutting its share of Jefferson County from 61% to 49%. It was safely Republican.",No,,No,,No,
3001,MT-01,MT,Montana,,,No,,Yes,"MT-1 was a new seat, created when Montana gained a district in the 2020 reapportionment, built on Beaverhead, Ravalli, Flathead, Sanders, Lincoln and Gallatin counties. It leaned Republican.",No,,No,,No,
3002,MT-02,MT,Montana,,,No,,Yes,"MT-2 was a new seat, created when Montana gained a district in the 2020 reapportionment, built on Garfield, Liberty, Golden Valley, Wheatland, Lewis and Clark and Petroleum counties. It was safely Republican.",Inactive,,Inactive,,Inactive,
3101,NE-01,NE,Nebraska,,,No,,Yes,"NE-1 was reshaped, raising its share of Sarpy County from 22% to 39%, giving up Saunders, Otoe, Washington, Thurston and Burt counties and cutting its share of Polk County from 99% to 35%. It was solidly Republican.",No,,No,,No,
3102,NE-02,NE,Nebraska,,,No,,Yes,"NE-2 kept most of its previous shape, adding Saunders County and cutting its share of Sarpy County from 78% to 61%. It was evenly split.",No,,No,,No,
3103,NE-03,NE,Nebraska,,,No,,Yes,"NE-3 kept most of its previous shape, adding Otoe, Washington, Thurston and Burt counties and taking 65% of Polk County. It was safely Republican.",No,,No,,No,
3201,NV-01,NV,Nevada,,,No,,Yes,"NV-1 was substantially redrawn, taking 13% of Clark County. It was a Democratic-leaning toss-up.",No,,No,,No,
3202,NV-02,NV,Nevada,,,No,,Yes,"NV-2 kept most of its previous shape, adding White Pine County and raising its share of Lyon County from 49% to 65%. It was solidly Republican.",No,,No,,No,
3203,NV-03,NV,Nevada,,,No,,Yes,"NV-3 was reshaped, cutting its share of Clark County from 36% to 25%. It was a Democratic-leaning toss-up.",No,,No,,No,
3204,NV-04,NV,Nevada,,,No,,Yes,"NV-4 was reshaped, giving up White Pine County and cutting its share of Lyon County from 51% to 35%. It was a Democratic-leaning toss-up.",No,,No,,No,
3301,NH-01,NH,New Hampshire,,,No,,Yes,"NH-1 kept most of its previous shape, cutting its share of Carroll County from 99% to 74%. It was evenly split.",No,,No,,No,
3302,NH-02,NH,New Hampshire,,,No,,Yes,"NH-2 kept most of its previous shape, taking 26% of Carroll County. It was a Democratic-leaning toss-up.",No,,No,,No,
3401,NJ-01,NJ,New Jersey,,,No,,Yes,"NJ-1 kept most of its previous shape, taking in the rest of Camden County. It was solidly Democratic.",No,,No,,No,
3402,NJ-02,NJ,New Jersey,,,No,,Yes,"NJ-2 kept most of its previous shape, raising its share of Ocean County from 19% to 37%, dropping out of Burlington County and dropping out of Camden County. It leaned Republican.",No,,No,,No,
3403,NJ-03,NJ,New Jersey,,,No,,Yes,"NJ-3 was reshaped, taking 40% of Monmouth County, taking 40% of Mercer County and dropping out of Ocean County. It leaned Democratic.",No,,No,,No,
3404,NJ-04,NJ,New Jersey,,,No,,Yes,"NJ-4 was reshaped, raising its share of Ocean County from 34% to 63%, cutting its share of Monmouth County from 82% to 46% and dropping out of Mercer County. It was solidly Republican.",No,,No,,No,
3405,NJ-05,NJ,New Jersey,,,No,,Yes,"NJ-5 was reshaped, raising its share of Passaic County from 56% to 66%, dropping out of Warren County and cutting its share of Sussex County from 85% to 70%. It leaned Democratic.",No,,No,,No,
3406,NJ-06,NJ,New Jersey,,,No,,Yes,"NJ-6 kept most of its previous shape, trading territory with NJ-4 and NJ-12 within the same counties. It was solidly Democratic.",No,,No,,No,
3407,NJ-07,NJ,New Jersey,,,No,,Yes,"NJ-7 kept most of its previous shape, taking in the rest of Warren County, taking 30% of Sussex County and cutting its share of Somerset County from 82% to 60%. It was a Republican-leaning toss-up.",No,,No,,No,
3408,NJ-08,NJ,New Jersey,,,No,,Yes,"NJ-8 was reshaped, cutting its share of Hudson County from 82% to 72%. It was safely Democratic.",No,,No,,No,
3409,NJ-09,NJ,New Jersey,,,No,,Yes,"NJ-9 was reshaped, raising its share of Hudson County from 17% to 27%. It was solidly Democratic.",No,,No,,No,
3410,NJ-10,NJ,New Jersey,,,No,,Yes,"NJ-10 was reshaped, trading territory with NJ-7 and NJ-8 within the same counties. It was safely Democratic.",No,,No,,No,
3411,NJ-11,NJ,New Jersey,,,No,,Yes,"NJ-11 was reshaped, raising its share of Essex County from 49% to 62%, dropping out of Sussex County and cutting its share of Passaic County from 29% to 16%. It leaned Democratic.",No,,No,,No,
3412,NJ-12,NJ,New Jersey,,,No,,Yes,"NJ-12 kept most of its previous shape, raising its share of Somerset County from 17% to 39% and cutting its share of Mercer County from 72% to 56%. It was solidly Democratic.",No,,No,,No,
3501,NM-01,NM,New Mexico,,,No,,Yes,"NM-1 kept most of its previous shape, adding De Baca, Lincoln and Guadalupe counties, taking 35% of Chaves County and taking 29% of Valencia County. It leaned Democratic.",No,,No,,No,
3502,NM-02,NM,New Mexico,,,No,,Yes,"NM-2 was reshaped, raising its share of Bernalillo County from 19% to 55%, giving up De Baca, Lincoln and Guadalupe counties and dropping out of Roosevelt County. It was a Democratic-leaning toss-up.",No,,No,,No,
3503,NM-03,NM,New Mexico,,,No,,Yes,"NM-3 kept most of its previous shape, taking in the rest of Roosevelt County and taking 53% of Lea County. It leaned Democratic.",No,,No,,No,
3601,NY-01,NY,New York,,,Yes,"NY-1 took a larger share of Suffolk County, up from 65% to 70%, keeping its eastern Long Island shape. It remained a competitive Republican-leaning seat.",Yes,"NY-1 was redrawn, trading territory with NY-3 within the same counties. It was a Republican-leaning toss-up.",No,,No,,No,
3602,NY-02,NY,New York,,,Yes,NY-2's share of Suffolk County fell from 35% to 28% as NY-1 expanded east. It stayed Republican-leaning.,Yes,"NY-2 was redrawn, raising its share of Suffolk County from 17% to 35%. It was a Republican-leaning toss-up.",No,,No,,No,
3603,NY-03,NY,New York,,,Yes,NY-3's Nassau and Queens lines were only modestly adjusted. It remained one of the state's closest seats.,Yes,"NY-3 was redrawn, dropping out of Suffolk County. It was a Democratic-leaning toss-up.",No,,No,,No,
3604,NY-04,NY,New York,,,Yes,NY-4's Nassau County lines were only modestly adjusted. It stayed Democratic-leaning.,Yes,"NY-4 was redrawn, trading territory with NY-5 and NY-2 within the same counties. It leaned Democratic.",No,,No,,No,
3605,NY-05,NY,New York,,,Yes,NY-5's Queens lines were only modestly adjusted. It remained safely Democratic.,Yes,"NY-5 was redrawn, trading territory with NY-8, NY-6 and NY-7 within the same counties. It was safely Democratic.",No,,No,,No,
3606,NY-06,NY,New York,,,Yes,NY-6's Queens lines were only modestly adjusted. It stayed solidly Democratic.,Yes,"NY-6 was redrawn, trading territory with NY-14, NY-3 and NY-7 within the same counties. It was safely Democratic.",No,,No,,No,
3607,NY-07,NY,New York,,,Yes,NY-7's Brooklyn and Queens lines were only modestly adjusted. It remained safely Democratic.,Yes,"NY-7 was redrawn, trading territory with NY-12, NY-8 and NY-14 within the same counties. It was safely Democratic.",No,,No,,No,
3608,NY-08,NY,New York,,,Yes,NY-8's Brooklyn lines were only modestly adjusted. It stayed safely Democratic.,Yes,"NY-8 was redrawn, trading territory with NY-7, NY-9 and NY-11 within the same counties. It was safely Democratic.",No,,No,,No,
3609,NY-09,NY,New York,,,Yes,NY-9's Brooklyn lines were only modestly adjusted. It remained safely Democratic.,Yes,"NY-9 was redrawn, trading territory with NY-10, NY-11 and NY-8 within the same counties. It was safely Democratic.",No,,No,,No,
