office,state,race,year,election_type,party,candidate,fec_id,reports,receipts_sept,receipts_full_from_reports,receipts_final_csv
H,NY,NY-02,2022,Regular,R,Andrew Garbarino,H0NY02234,11,2654451.39,3551116.76,3551116.76
H,NY,NY-03,2022,Regular,D,Robert Zimmerman,H2NY03188,7,1431166.72,3181505.62,3181505.62
H,NY,NY-04,2022,Regular,D,Laura Gillen,H2NY04244,7,630500.00,1832377.75,1832377.75
H,NY,NY-04,2022,Regular,R,Anthony D'Esposito,H2NY04277,11,641854.06,1325986.26,1325986.26
H,NY,NY-05,2022,Regular,D,Gregory Meeks,H8NY06048,22,2218714.12,2704713.24,2704713.24
H,NY,NY-05,2022,Regular,R,Paul King,H2NY05126,7,84776.00,130038.17,130038.17
H,NY,NY-06,2022,Regular,D,Grace Meng,H2NY06116,11,1295633.57,1615242.90,1615242.9
H,NY,NY-06,2022,Regular,R,Thomas Zmich,H0NY06086,11,191.13,2405.87,2405.87
H,NY,NY-07,2022,Regular,D,Nydia Velázquez,H2NY00010,11,493508.94,603354.96,603354.96
H,NY,NY-08,2022,Regular,D,Hakeem Jeffries,H2NY10092,11,4732293.91,6037499.66,6037499.66
H,NY,NY-08,2022,Regular,R,Yuri Dashevsky,H2NY08187,2,19970.31,19970.31,19970.31
H,NY,NY-09,2022,Regular,D,Yvette Clarke,H4NY11138,12,604108.13,796961.26,796961.26
H,NY,NY-10,2022,Regular,D,Daniel Goldman,H2NY10308,6,3442134.49,7142852.46,7142852.46
H,NY,NY-10,2022,Regular,R,Benine Hamdan,H2NY10134,8,24496.04,25027.80,25027.8
H,NY,NY-11,2022,Regular,D,Max Rose,H2NY11140,8,2807262.57,4099084.97,4099084.97
H,NY,NY-11,2022,Regular,R,Nicole Malliotakis,H0NY11078,12,3913890.48,4642144.71,4642144.71
H,NY,NY-12,2022,Regular,D,Jerrold Nadler,H2NY17071,11,1886089.10,2325709.69,2325709.69
H,NY,NY-12,2022,Regular,R,Michael Zumbluskas,H2NY12221,6,10698.57,19176.52,19176.52
H,NY,NY-13,2022,Regular,D,Adriano Espaillat,H2NY13096,19,1038667.15,1299464.22,1299464.22
H,NY,NY-14,2022,Regular,D,Alexandria Ocasio-Cortez,H8NY15148,11,10770597.41,12471242.79,12471242.79
H,NY,NY-14,2022,Regular,R,Tina Forte,H2NY14128,10,672604.50,1540477.62,1540477.62
H,NY,NY-15,2022,Regular,D,Ritchie Torres,H0NY15160,11,3673748.76,4442337.22,4442337.22
H,NY,NY-16,2022,Regular,D,Jamaal Bowman,H0NY16143,11,1553927.69,1877492.94,1877492.94
H,NY,NY-16,2022,Regular,R,Miriam Flisser,H2NY16115,0,,,17162.53
H,NY,NY-17,2022,Regular,D,Sean Patrick Maloney,H2NY22139,11,4013556.28,6079999.11,6079999.11
H,NY,NY-17,2022,Regular,R,Michael Lawler,H2NY17162,10,519371.34,1553320.59,1553320.59
H,NY,NY-18,2022,Regular,D,Patrick Ryan,H8NY19223,7,1609260.63,4788363.56,4788363.56
H,NY,NY-18,2022,Regular,R,Colin Schmitt,H2NY18087,14,1405687.79,2062676.07,2062676.07
H,NY,NY-19,2022,Regular,D,Josh Riley,H8NY22177,8,1393940.14,4194190.94,4194190.94
H,NY,NY-19,2022,Regular,R,Marcus Molinaro,H2NY19127,14,1593761.82,2491602.09,2491602.09
H,NY,NY-20,2022,Regular,D,Paul Tonko,H8NY21203,11,1427302.42,1777899.62,1777899.62
H,NY,NY-20,2022,Regular,R,Elizabeth Joy,H0NY20111,15,763879.55,1169097.57,1169097.57
H,NY,NY-21,2022,Regular,D,Matt Castelli,H2NY21164,9,1114515.86,2525045.84,2525045.84
H,NY,NY-21,2022,Regular,R,Elise Stefanik,H4NY21079,11,7327076.16,9489980.78,9489980.78
H,NY,NY-22,2022,Regular,D,Francis Conole,H0NY24063,11,1071152.13,3051107.90,3051107.9
H,NY,NY-22,2022,Regular,R,Brandon Williams,H2NY22212,11,214202.28,941403.42,941403.42
H,NY,NY-23,2022,Regular,D,Max Della Pia,H8NY23175,8,163356.55,326454.36,326454.36
H,NY,NY-23,2022,Regular,R,Nick Langworthy,H2NY23228,6,370044.00,763707.48,763707.48
H,NY,NY-24,2022,Regular,D,Steven Holden,H2NY24127,8,140865.15,184512.44,184512.44
H,NY,NY-24,2022,Regular,R,Claudia Tenney,H4NY22051,20,2846605.17,3301121.74,3301121.74
H,NY,NY-25,2022,Regular,D,Joseph Morelle,H8NY25105,11,1194852.16,2251295.88,2251295.88
H,NY,NY-25,2022,Regular,R,La'Ron Singletary,H2NY25082,8,402815.44,710075.20,710075.2
H,NY,NY-26,2022,Regular,D,Brian Higgins,H4NY27076,11,1267262.94,1546746.45,1546746.45
H,NY,NY-26,2022,Regular,R,Steven Sams,H2NY26189,8,30794.11,36659.11,36659.11
H,OH,OH-01,2022,Regular,D,Greg Landsman,H2OH01194,7,1091715.40,2768116.46,2768116.46
H,OH,OH-01,2022,Regular,R,Steve Chabot,H8OH01043,11,1314238.77,2234658.79,2234658.79
H,OH,OH-02,2022,Regular,D,Samantha Meadows,H2OH02127,4,0.00,22924.50,22924.5
H,OH,OH-02,2022,Regular,R,Brad Wenstrup,H2OH02085,11,1563013.38,2088194.25,2088194.25
H,OH,OH-03,2022,Regular,D,Joyce Beatty,H2OH03125,11,1707046.23,2243895.59,2243895.59
H,OH,OH-04,2022,Regular,D,Tamie Wilson,H2OH04164,4,0.00,148349.47,170439.4
H,OH,OH-04,2022,Regular,R,Jim Jordan,H6OH04082,11,9302612.18,14293131.39,14293131.39
H,OH,OH-05,2022,Regular,D,Craig Swartz,H2OH05062,5,13851.77,54980.87,54980.87
H,OH,OH-05,2022,Regular,R,Robert Latta,H8OH05036,11,1105698.01,1560724.66,1560724.66
H,OH,OH-06,2022,Regular,D,Louis Lyras,H8OH13154,11,62725.77,144248.42,144248.42
H,OH,OH-06,2022,Regular,R,Bill Johnson,H0OH06189,11,1284393.87,1706984.83,1706984.83
H,OH,OH-07,2022,Regular,D,Matthew Diemer,H2OH16044,11,152406.46,276778.53,276778.53
H,OH,OH-07,2022,Regular,R,Max Miller,H2OH16051,11,2271386.61,3045488.99,3045488.99
H,OH,OH-08,2022,Regular,D,Vanessa Enoch,H8OH08097,10,0.00,0.00,0.0
H,OH,OH-08,2022,Regular,R,Warren Davidson,H6OH08315,11,691787.17,976169.59,976169.59
H,OH,OH-09,2022,Regular,D,Marcy Kaptur,H2OH09031,11,1768061.57,3393468.71,3393468.71
H,OH,OH-09,2022,Regular,R,Majewski,H2OH09155,11,469166.60,1185047.37,1185047.37
H,OH,OH-10,2022,Regular,D,David Esrati,H8OH03098,5,13958.90,45356.05,45356.05
H,OH,OH-10,2022,Regular,R,Mike Turner,H2OH03067,11,1096222.89,1522717.13,1522717.13
H,OH,OH-11,2022,Regular,D,Shontel Brown,H2OH11169,12,4414657.97,4755211.62,4755211.62
H,OH,OH-12,2022,Regular,R,Troy Balderson,H8OH12180,11,1409101.85,1919520.06,1919520.06
H,OH,OH-13,2022,Regular,D,Emilia Sykes,H2OH13264,7,894172.91,2542383.02,2542383.02
H,OH,OH-13,2022,Regular,R,Madison Gesiotto Gilbert,H2OH09163,9,939430.94,2197068.45,2197170.59
H,OH,OH-14,2022,Regular,D,Matt Kilboy,H2OH13223,8,51773.35,91186.04,91186.04
H,OH,OH-14,2022,Regular,R,David Joyce,H2OH14064,11,1934783.17,2606247.74,2606247.74
H,OH,OH-15,2022,Regular,D,Gary Josephson,H2OH15277,5,5431.67,43162.48,43162.48
H,OH,OH-15,2022,Regular,R,Mike Carey,H2OH15228,11,1862747.94,2363798.92,2363798.92
H,OK,OK-01,2022,Regular,D,Adam Martin,H2OK01176,8,23769.44,34098.62,34098.62
H,OK,OK-01,2022,Regular,R,Kevin Hern,H8OK01157,11,1214655.57,1680070.85,1680070.85
H,OK,OK-02,2022,Regular,D,Naomi Andrews,H2OK02307,3,7556.72,7706.72,7706.72
H,OK,OK-02,2022,Regular,R,Josh Brecheen,H2OK02315,7,282901.91,654619.23,654619.23
H,OK,OK-03,2022,Regular,R,Frank Lucas,H4OK06056,11,1228413.17,1524419.03,1524419.03
H,OK,OK-04,2022,Regular,D,Mary Brannon,H8OK04094,0,,,34849.65
H,OK,OK-04,2022,Regular,R,Tom Cole,H2OK04055,11,1601084.88,2335186.44,2335186.44
H,OK,OK-05,2022,Regular,D,Joshua Harris-Till,H2OK05169,4,22413.67,72528.57,72528.57
H,OK,OK-05,2022,Regular,R,Stephanie Bice,H0OK05205,12,2027593.46,2491328.51,2491328.51
H,OR,OR-01,2022,Regular,D,Suzanne Bonamici,H2OR01133,11,749113.27,1037674.86,1037674.86
H,OR,OR-02,2022,Regular,D,Joe Yetter,H2OR02156,7,28614.75,100291.79,100291.79
H,OR,OR-02,2022,Regular,R,Cliff Bentz,H0OR02127,11,864284.10,1184427.97,1184427.97
H,OR,OR-03,2022,Regular,D,Earl Blumenauer,H6OR03064,11,1091940.03,1364461.33,1364461.33
H,OR,OR-03,2022,Regular,R,Joanna Harbour,H0OR03174,11,2750.00,14925.00,14925.0
H,OR,OR-04,2022,Regular,D,Val Hoyle,H2OR04095,8,1156305.49,2610019.02,2610019.02
H,OR,OR-04,2022,Regular,R,Alek Skarlatos,H0OR04107,17,2570660.42,4538041.24,4538041.24
H,OR,OR-05,2022,Regular,D,Jamie McLeod-Skinner,H8OR02161,8,1275309.89,3670803.53,3670803.53
H,OR,OR-05,2022,Regular,R,Lori Chavez-DeRemer,H2OR05209,14,1123451.41,2568275.52,2568275.52
H,OR,OR-06,2022,Regular,D,Andrea Salinas,H2OR06066,8,1317503.52,3405187.33,3405187.33
H,OR,OR-06,2022,Regular,R,Mike Erickson,H2OR06124,12,1464415.41,3957227.25,3957227.25
H,PA,PA-01,2022,Regular,D,Ashley Ehasz,H2PA01099,8,432259.29,970541.94,970541.94
H,PA,PA-01,2022,Regular,R,Brian Fitzpatrick,H6PA08277,11,3599774.20,4560231.74,4560231.74
H,PA,PA-02,2022,Regular,D,Brendan Boyle,H4PA13199,11,1359675.99,1708549.76,1708549.76
H,PA,PA-03,2022,Regular,D,Dwight Evans,H6PA02171,11,959275.78,1143332.89,1143332.89
H,PA,PA-04,2022,Regular,D,Madeleine Dean,H8PA04116,11,1444196.69,2055980.52,2055980.52
H,PA,PA-04,2022,Regular,R,Christian Nascimento,H2PA04226,9,149397.78,239390.88,239390.88
H,PA,PA-05,2022,Regular,D,Mary Gay Scanlon,H8PA07200,11,1147819.36,1596137.42,1596137.42
H,PA,PA-05,2022,Regular,R,David Galluch,H2PA05074,10,444622.07,747056.83,747056.83
H,PA,PA-06,2022,Regular,D,Chrissy Houlahan,H8PA06087,11,3542050.05,4823029.87,4823029.87
H,PA,PA-06,2022,Regular,R,Guy Ciarrocchi,H2PA06197,7,507599.82,1038552.06,1038552.06
H,PA,PA-07,2022,Regular,D,Susan Wild,H8PA15229,11,4113288.92,7002291.19,7002291.19
H,PA,PA-07,2022,Regular,R,Lisa Scheller,H0PA07132,12,2404980.27,6354578.69,6354578.69
H,PA,PA-08,2022,Regular,D,Matt Cartwright,H2PA17079,11,3498409.56,5364344.12,5364344.12
H,PA,PA-08,2022,Regular,R,Jim Bognet,H0PA08221,12,1235992.69,3017514.63,3017514.63
H,PA,PA-09,2022,Regular,D,Amanda Waldman,H2PA09126,6,8031.66,30546.88,30546.88
H,PA,PA-09,2022,Regular,R,Daniel Meuser,H8PA10147,11,708928.46,1101338.69,1101338.69
H,PA,PA-10,2022,Regular,D,Shamaine Daniels,H2PA10124,6,81949.79,414294.52,414294.52
H,PA,PA-10,2022,Regular,R,Scott Perry,H2PA04135,11,1902342.30,3043768.91,3043768.91
H,PA,PA-11,2022,Regular,D,Bob Hollister,H2PA11114,8,130732.51,316546.79,316546.79
H,PA,PA-11,2022,Regular,R,Lloyd Smucker,H6PA16320,11,1138500.40,1560516.69,1560516.69
H,PA,PA-12,2022,Regular,D,Summer Lee,H2PA18200,8,1069235.87,1851679.14,1851679.14
H,PA,PA-12,2022,Regular,R,Mike Doyle,H2PA12070,6,55035.00,205104.56,205104.56
H,PA,PA-13,2022,Regular,R,John Joyce,H8PA13125,11,1153925.43,1525290.30,1525290.3
H,PA,PA-14,2022,Regular,R,Guy Reschenthaler,H8PA18199,11,1297719.27,1998845.21,1998845.21
H,PA,PA-15,2022,Regular,D,Mike Molesevich,H2PA15131,4,0.00,49953.34,49953.34
H,PA,PA-15,2022,Regular,R,Glenn Thompson,H8PA05071,11,1997028.02,2692356.32,2692356.32
H,PA,PA-16,2022,Regular,D,Dan Pastore,H2PA16097,7,460981.41,866280.03,866280.03
H,PA,PA-16,2022,Regular,R,Mike Kelly,H0PA03271,11,873151.64,1320811.66,1320811.66
H,PA,PA-17,2022,Regular,D,Chris Deluzio,H2PA17103,9,945078.81,3293132.71,3293132.71
H,PA,PA-17,2022,Regular,R,Jeremy Shaffer,H2PA17160,9,1429907.66,2784898.42,2786043.66
H,RI,RI-01,2022,Regular,D,David Cicilline,H0RI01073,11,1778342.52,1981382.79,1981382.79
H,RI,RI-01,2022,Regular,R,Allen Waters,H2RI01202,11,32419.19,45441.69,45441.69
H,RI,RI-02,2022,Regular,D,Seth Magaziner,H2RI02184,7,2373417.72,3904868.95,3904868.95
H,RI,RI-02,2022,Regular,R,Allan Fung,H2RI02226,11,1207298.90,2247796.52,2247796.52
H,SC,SC-01,2022,Regular,D,Annie Andrews,H2SC01127,8,1136231.27,2038067.55,2038067.55
H,SC,SC-01,2022,Regular,R,Nancy Mace,H0SC01394,12,4529729.69,5884937.13,5884937.13
H,SC,SC-02,2022,Regular,D,Judd Larkins,H2SC02182,9,62843.89,96669.32,96669.32
H,SC,SC-02,2022,Regular,R,Joe Wilson,H2SC02059,11,750879.55,1020327.32,1020327.32
H,SC,SC-03,2022,Regular,R,Jeff Duncan,H0SC03077,11,1222348.32,1686731.32,1686731.32
H,SC,SC-04,2022,Regular,R,William Timmons,H8SC04250,11,909747.01,1707776.64,1707776.64
H,SC,SC-05,2022,Regular,D,Evangeline Hundley,H2SC05102,3,3942.50,15767.34,15767.34
H,SC,SC-05,2022,Regular,R,Ralph Norman,H8SC05158,11,602115.84,890552.23,890552.23
H,SC,SC-06,2022,Regular,D,James Clyburn,H2SC02042,11,2753726.02,3592375.11,3592375.11
H,SC,SC-06,2022,Regular,R,Duke Buckner,H2SC06142,7,86776.91,205668.71,205668.71
H,SC,SC-07,2022,Regular,R,Russell Fry,H2SC07280,9,863073.52,1428232.90,1428232.9
H,SD,SD-01,2022,Regular,R,Dusty Johnson,H8SD01055,11,2122118.05,2588609.66,2588609.66
H,TN,TN-01,2022,Regular,R,Diana Harshbarger,H0TN01118,11,1192652.93,2000622.04,2000622.04
H,TN,TN-02,2022,Regular,D,Mark Harmon,H2TN02120,9,56081.55,83126.99,83126.99
H,TN,TN-02,2022,Regular,R,Tim Burchett,H8TN02119,11,1105981.89,1427400.67,1427400.67
H,TN,TN-03,2022,Regular,D,Meg Gorman,H0TN03452,11,35348.56,62513.68,62513.68
H,TN,TN-03,2022,Regular,R,Chuck Fleischmann,H0TN03254,11,783778.78,1058051.28,1058051.28
H,TN,TN-04,2022,Regular,D,Wayne Steele,H8TN04123,7,3592.05,11084.80,11084.8
H,TN,TN-04,2022,Regular,R,Scott DesJarlais,H0TN04195,11,94098.71,174860.33,174860.33
H,TN,TN-05,2022,Regular,D,Heidi Campbell,H2TN05438,7,329015.90,1089821.42,1089821.42
H,TN,TN-05,2022,Regular,R,Andy Ogles,H2TN05446,10,304026.00,1013475.52,1013475.52
H,TN,TN-06,2022,Regular,D,Randal Cooper,H2TN06162,0,,,2952.09
H,TN,TN-06,2022,Regular,R,John Rose,H8TN06094,11,1225431.26,2055441.26,2055441.26
H,TN,TN-07,2022,Regular,R,Mark Green,H8TN07076,11,1363211.11,1768891.70,1768891.7
H,TN,TN-08,2022,Regular,D,Lynnette Williams,H2TN08184,1,1025.00,1025.00,1025.0
H,TN,TN-08,2022,Regular,R,David Kustoff,H2TN07103,19,1446086.35,1913469.28,1913469.28
H,TN,TN-09,2022,Regular,D,Steve Cohen,H6TN09068,11,390979.68,546322.08,546322.08
H,TN,TN-09,2022,Regular,R,Charlotte Bergmann,H0TN09061,11,21773.20,37216.54,37216.54
H,TX,TX-01,2022,Regular,D,JJ Jefferson,H2TX01146,9,87471.83,128130.60,128130.6
H,TX,TX-01,2022,Regular,R,Nathaniel Moran,H2TX01112,8,772360.67,1051039.20,1051039.2
H,TX,TX-02,2022,Regular,D,Robin Fulford,H2TX02383,8,109995.84,231492.19,231492.19
H,TX,TX-02,2022,Regular,R,Dan Crenshaw,H8TX02166,11,14140850.17,15916738.83,15916738.83
H,TX,TX-03,2022,Regular,D,Sandeep Srivastava,H2TX03274,9,160121.51,451102.93,451102.93
H,TX,TX-03,2022,Regular,R,Keith Self,H2TX00064,0,,,592898.76
H,TX,TX-04,2022,Regular,D,Iro Omere,H2TX04124,1,74498.85,74498.85,74498.85
H,TX,TX-04,2022,Regular,R,Pat Fallon,H0TX04219,11,763538.76,1009595.34,1009595.34
H,TX,TX-05,2022,Regular,D,Tartisha Hill,H2TX05246,6,3755.00,13686.03,13686.03
H,TX,TX-05,2022,Regular,R,Lance Gooden,H8TX05144,11,650996.22,1038969.23,1038969.23
H,TX,TX-06,2022,Regular,R,Jake Ellzey,H8TX06266,12,5499832.27,7160432.03,7160432.03
H,TX,TX-07,2022,Regular,D,Lizzie Fletcher,H8TX07140,11,3034761.78,3697115.69,3697115.69
H,TX,TX-07,2022,Regular,R,Johnny Teague,H0TX09176,12,87836.36,191713.98,191713.98
H,TX,TX-08,2022,Regular,D,Laura Jones,H0TX08145,11,33372.98,42027.58,42027.58
H,TX,TX-08,2022,Regular,R,Morgan Luttrell,H2TX08182,10,3208150.30,4750765.79,4750765.79
H,TX,TX-09,2022,Regular,D,Al Green,H4TX09095,11,314750.34,412570.26,412570.26
H,TX,TX-09,2022,Regular,R,Jimmy Leon,H2TX09156,5,175.11,1121.26,1121.26
H,TX,TX-10,2022,Regular,R,Michael McCaul,H4TX10093,11,2008275.87,2729647.14,2729647.14
H,TX,TX-11,2022,Regular,R,August Pfluger,H0TX11230,11,2316573.35,3100563.17,3100563.17
H,TX,TX-12,2022,Regular,D,Trey Hunt,H2TX12085,11,34880.15,50182.13,50182.13
H,TX,TX-12,2022,Regular,R,Kay Granger,H6TX12060,11,1510478.23,2041432.69,2041432.69
H,TX,TX-13,2022,Regular,D,Kathleen Brown,H2TX13117,9,130080.70,199193.86,199193.86
H,TX,TX-13,2022,Regular,R,Ronny Jackson,H0TX13228,11,3817565.44,5097598.64,5097598.64
H,TX,TX-14,2022,Regular,D,Mikal Williams,H0TX14218,7,45294.26,77331.77,77331.77
H,TX,TX-14,2022,Regular,R,Randy Weber,H2TX14149,11,767402.31,1036639.13,1036639.13
H,TX,TX-15,2022,Regular,D,Michelle Vallejo,H2TX15203,9,699131.14,2346631.22,2346631.22
H,TX,TX-15,2022,Regular,R,Monica De La Cruz,H0TX15124,20,2914212.07,4687929.60,4688233.32
H,TX,TX-16,2022,Regular,D,Veronica Escobar,H8TX16109,11,949556.92,1295134.87,1295134.87
H,TX,TX-16,2022,Regular,R,Irene Armendariz-Jackson,H0TX16106,11,221399.69,389697.69,389697.69
H,TX,TX-17,2022,Regular,R,Pete Sessions,H2TX03126,11,712422.51,1001775.53,1001775.53
H,TX,TX-18,2022,Regular,D,Sheila Jackson Lee,H4TX18054,11,549246.98,977656.39,977656.39
H,TX,TX-18,2022,Regular,R,Carmen Maria Montiel,H2TX18207,8,50566.30,126358.50,126358.5
H,TX,TX-19,2022,Regular,D,Nathan Lewis,H2TX19072,5,1031.00,2531.53,2531.53
H,TX,TX-19,2022,Regular,R,Jodey Arrington,H6TX19099,11,1641089.60,2070671.60,2070671.6
H,TX,TX-20,2022,Regular,D,Joaquin Castro,H2TX35011,11,546419.41,682068.98,682068.98
H,TX,TX-20,2022,Regular,R,Kyle Sinclair,H2TX20096,8,150490.00,293147.37,293147.37
H,TX,TX-21,2022,Regular,D,Claudia Andreana Zapata,H2TX35128,9,77881.00,118238.36,118238.36
H,TX,TX-21,2022,Regular,R,Chip Roy,H8TX21307,11,1757556.36,2344485.00,2344485.0
H,TX,TX-22,2022,Regular,R,Troy Nehls,H0TX22302,12,846481.15,1375505.92,1375505.92
H,TX,TX-23,2022,Regular,D,John Lira,H2TX23132,10,486541.63,675078.71,675078.71
H,TX,TX-23,2022,Regular,R,Tony Gonzales,H0TX35015,12,3346655.71,4307414.20,4307414.2
H,TX,TX-24,2022,Regular,D,Jan McDowell,H6TX24149,9,44677.00,136070.11,136070.11
H,TX,TX-24,2022,Regular,R,Beth Van Duyne,H0TX24209,12,3022405.15,3782404.28,3782404.28
H,TX,TX-25,2022,Regular,R,Roger Williams,H2TX33040,11,1479334.45,1788358.21,1788358.21
H,TX,TX-26,2022,Regular,R,Michael Burgess,H2TX26093,11,942919.02,1359624.07,1359624.07
H,TX,TX-27,2022,Regular,D,Maclovio Perez,H2TX27299,0,,,11098.1
H,TX,TX-27,2022,Regular,R,Michael Cloud,H8TX27049,11,824002.12,1076329.45,1076329.45
H,TX,TX-28,2022,Regular,D,Henry Cuellar,H2TX23082,12,3351820.11,4711961.12,4711961.12
H,TX,TX-28,2022,Regular,R,Cassy Garcia,H2TX28149,14,695640.26,3485707.38,3485707.38
H,TX,TX-29,2022,Regular,D,Sylvia Garcia,H8TX29052,11,618997.20,940934.37,940934.37
H,TX,TX-30,2022,Regular,D,Jasmine Crockett,H2TX30178,9,664137.07,970008.57,970008.57
H,TX,TX-30,2022,Regular,R,James Rodgers,H2TX30236,8,21815.00,64725.05,64725.05
H,TX,TX-31,2022,Regular,R,John Carter,H2TX31044,11,1041224.65,1339836.16,1339836.16
H,TX,TX-32,2022,Regular,D,Colin Allred,H8TX32098,11,2857299.02,3471591.94,3471591.94
H,TX,TX-32,2022,Regular,R,Antonio Swad,H2TX32166,9,2332596.00,2386122.49,2386122.49
H,TX,TX-33,2022,Regular,D,Marc Veasey,H2TX33073,11,1326951.33,1846105.83,1846105.83
H,TX,TX-34,2022,Regular,D,Vicente Gonzalez,H6TX15162,11,2251211.95,3197037.46,3197037.46
H,TX,TX-34,2022,Regular,R,Mayra Flores,H2TX34113,15,1765447.81,4685705.97,4685774.09
H,TX,TX-35,2022,Regular,D,Greg Casar,H2TX35144,8,1321915.77,1757510.27,1757510.27
H,TX,TX-35,2022,Regular,R,Dan McQueen,H0TX20124,0,,,31515.0
H,TX,TX-36,2022,Regular,D,Jon Haire,H2TX36142,8,40875.99,77614.16,77614.16
H,TX,TX-36,2022,Regular,R,Brian Babin,H6TX02079,11,717062.09,1054678.32,1054678.32
H,TX,TX-37,2022,Regular,D,Lloyd Doggett,H4TX10028,11,894403.36,1389781.62,1389781.62
H,TX,TX-37,2022,Regular,R,Jenny Garcia Sharon,H0TX35064,12,7015.00,9153.00,9153.0
H,TX,TX-38,2022,Regular,D,Duncan Klussmann,H2TX38056,8,180323.83,279107.58,279107.58
H,TX,TX-38,2022,Regular,R,Wesley Hunt,H0TX07170,18,4238227.59,5831956.81,5831956.81
H,UT,UT-01,2022,Regular,R,Blake Moore,H0UT01205,11,1480877.47,1792630.07,1792630.07
H,UT,UT-02,2022,Regular,D,Nick Mitchell,H2UT02498,4,21570.00,42824.76,42824.76
H,UT,UT-02,2022,Regular,R,Chris Stewart,H2UT02324,11,885317.49,1096841.01,1096841.01
H,UT,UT-03,2022,Regular,D,Glenn Wright,H2UT03306,6,3905.00,17296.00,17996.0
H,UT,UT-03,2022,Regular,R,John Curtis,H8UT03238,11,1760937.62,2158235.30,2158235.3
H,UT,UT-04,2022,Regular,D,Darlene McDonald,H8UT04046,7,58591.05,187011.42,187011.42
H,UT,UT-04,2022,Regular,R,Burgess Owens,H0UT04076,12,2794957.00,3685802.41,3685802.41
H,VA,VA-01,2022,Regular,D,"Herb Jones, Jr.",H2VA01124,5,85424.06,335709.13,335709.13
H,VA,VA-01,2022,Regular,R,Robert Wittman,H8VA01147,11,1525904.81,2191153.97,2191153.97
H,VA,VA-02,2022,Regular,D,Elaine Luria,H8VA02111,11,5927353.39,10795195.37,10795195.37
H,VA,VA-02,2022,Regular,R,Jen Kiggans,H2VA02064,14,1569966.72,3485709.65,3485709.65
H,VA,VA-03,2022,Regular,D,Bobby Scott,H6VA01117,11,656392.08,851699.46,851699.46
H,VA,VA-03,2022,Regular,R,Terry Namkung,H2VA03070,8,107015.33,180080.37,180080.37
H,VA,VA-04,2022,Regular,D,Donald McEachin,H6VA04061,11,709239.36,936470.02,936470.02
H,VA,VA-04,2022,Regular,R,Leon Benjamin,H0VA04064,11,197450.04,382045.09,382045.09
H,VA,VA-05,2022,Regular,D,Joshua Throneburg,H2VA05091,9,446579.21,879916.53,879916.53
H,VA,VA-05,2022,Regular,R,Bob Good,H0VA05160,11,848271.42,1172672.70,1172672.7
H,VA,VA-06,2022,Regular,D,Jennifer Lynn Lewis,H8VA06138,10,54871.01,143023.90,143023.9
H,VA,VA-06,2022,Regular,R,Ben Cline,H8VA06104,11,685263.24,993251.50,993251.5
H,VA,VA-07,2022,Regular,D,Abigail Davis Spanberger,H8VA07094,11,5563834.38,9083201.29,9083201.29
H,VA,VA-07,2022,Regular,R,Yesli Vega,H2VA07261,13,745930.33,3676864.57,3679371.94
H,VA,VA-08,2022,Regular,D,Donald Beyer,H4VA08224,11,1678346.87,2121791.23,2121791.23
H,VA,VA-08,2022,Regular,R,Karina Lipsman,H2VA08152,7,154997.22,290981.09,290981.09
H,VA,VA-09,2022,Regular,D,Taysha Lee DeVaughan,H2VA09085,6,19264.00,58626.65,58626.65
H,VA,VA-09,2022,Regular,R,Morgan Griffith,H0VA09055,11,597290.89,813068.46,813068.46
H,VA,VA-10,2022,Regular,D,Jennifer Wexton,H8VA10106,11,2540421.26,3879207.28,3879207.28
H,VA,VA-10,2022,Regular,R,Hung Cao,H2VA10240,7,982756.38,3304902.60,3304902.6
H,VA,VA-11,2022,Regular,D,Gerald Connolly,H8VA11062,11,1726368.42,2101438.62,2101438.62
H,VA,VA-11,2022,Regular,R,Jim Myles,H2VA11255,7,52991.75,235273.48,235273.48
H,VT,VT-01,2022,Regular,D,Becca Balint,H2VT01076,8,1118646.79,1898995.83,1898995.83
H,VT,VT-01,2022,Regular,R,Liam Madden,H2VT01100,6,36471.00,47659.85,47659.85
H,WA,WA-01,2022,Regular,D,Suzan DelBene,H0WA08046,11,1801927.12,2502763.72,2502763.72
H,WA,WA-01,2022,Regular,R,Vincent Cavaleri,H2WA01252,8,94947.13,185847.78,185847.78
H,WA,WA-02,2022,Regular,D,Rick Larsen,H0WA02080,11,1112575.63,1697229.23,1697229.23
H,WA,WA-02,2022,Regular,R,Dan Matthews,H2WA02177,6,27999.70,145529.16,145529.16
H,WA,WA-03,2022,Regular,D,Marie Gluesenkamp Perez,H2WA03217,7,241424.45,3924093.95,3924093.95
H,WA,WA-03,2022,Regular,R,Joe Kent,H2WA03100,11,2251190.70,3816390.01,3816390.01
H,WA,WA-04,2022,Regular,D,Doug White,H2WA04199,8,390728.04,774333.86,774333.86
H,WA,WA-04,2022,Regular,R,Dan Newhouse,H4WA04104,11,1611774.25,2148295.38,2148295.38
H,WA,WA-05,2022,Regular,D,Natasha Hill,H2WA05105,8,157011.01,377499.11,377499.11
H,WA,WA-05,2022,Regular,R,Cathy McMorris Rodgers,H4WA05077,11,4574280.99,6416913.26,6416913.26
H,WA,WA-06,2022,Regular,D,Derek Kilmer,H2WA06129,11,1940372.20,2637628.09,2637628.09
H,WA,WA-06,2022,Regular,R,Elizabeth Kreiselmaier,H0WA06081,11,312466.36,426186.56,426186.56
