year,type,location,race,pollster_id,pollster,partisan,methodology,date,days,sample,poll_margin,actual_margin,error,oriented
2016,P,US,2016_Pres-G_US,40,CVOTER,,Online Panel,2016-10-27,12,1299,-1.1,-2.18,1.08,1
2016,P,US,2016_Pres-G_US,218,Morning Consult,,Online Panel,2016-10-27,12,1794,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,324,SurveyMonkey,,Online Panel,2016-10-27,12,40816,-6.0,-2.18,-3.82,1
2016,P,US,2016_Pres-G_US,3,ABC News/The Washington Post,,Live Phone,2016-10-28,11,1165,-1.0,-2.18,1.18,1
2016,P,US,2016_Pres-G_US,175,Lucid,,Online Panel,2016-10-28,11,2617,-1.0,-2.18,1.18,1
2016,P,US,2016_Pres-G_US,343,University of Southern California Dornsife Center for Economic and Social Research,,Probability Panel,2016-10-28,11,3145,3.62,-2.18,5.8,1
2016,P,US,2016_Pres-G_US,218,Morning Consult,,Online Panel,2016-10-29,10,1772,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,218,Morning Consult,,Live Phone,2016-10-29,10,1249,-5.0,-2.18,-2.82,1
2016,P,US,2016_Pres-G_US,218,Morning Consult,,Online Panel,2016-10-29,10,825,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,36,CBS News/The New York Times,,Live Phone,2016-10-30,9,927,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,154,Ipsos,,Online Panel,2016-10-30,9,1772,-7.3,-2.18,-5.12,1
2016,P,US,2016_Pres-G_US,124,Gravis Marketing,,IVR/Online Panel,2016-10-31,8,5360,-1.0,-2.18,1.18,1
2016,P,US,2016_Pres-G_US,175,Lucid,,Online Panel,2016-10-31,8,2617,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,277,Rasmussen Reports,,IVR/Online Panel,2016-10-31,8,1500,-0.0,-2.18,2.18,1
2016,P,US,2016_Pres-G_US,391,YouGov,,Online Panel,2016-10-31,8,1233,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,3,ABC News/The Washington Post,,Live Phone,2016-11-01,7,1151,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,124,Gravis Marketing,,IVR/Online Panel,2016-11-01,7,2435,-2.0,-2.18,0.18,1
2016,P,US,2016_Pres-G_US,144,TIPP Insights,,Live Phone,2016-11-01,7,898,-0.5,-2.18,1.68,1
2016,P,US,2016_Pres-G_US,103,Beacon Research/Shaw & Co. Research,,Live Phone,2016-11-02,6,1107,-2.0,-2.18,0.18,1
2016,P,US,2016_Pres-G_US,183,Marist College,,Live Phone,2016-11-02,6,940,-1.0,-2.18,1.18,1
2016,P,US,2016_Pres-G_US,13,Angus Reid Global,,Online Panel,2016-11-03,5,1151,-4.0,-2.18,-1.82,1
2016,P,US,2016_Pres-G_US,40,CVOTER,,Online Panel,2016-11-03,5,1625,-2.78,-2.18,-0.6,1
2016,P,US,2016_Pres-G_US,175,Lucid,,Online Panel,2016-11-03,5,2561,-6.0,-2.18,-3.82,1
2016,P,US,2016_Pres-G_US,272,RKM Research and Communications Inc.,,Live Phone,2016-11-03,5,1009,-3.2,-2.18,-1.02,1
2016,P,US,2016_Pres-G_US,324,SurveyMonkey,,Online Panel,2016-11-03,5,70194,-6.0,-2.18,-3.82,1
2016,P,US,2016_Pres-G_US,810,CBS News,,Live Phone,2016-11-04,4,1426,-4.0,-2.18,-1.82,1
2016,P,US,2016_Pres-G_US,221,Hart Research Associates/Public Opinion Strategies,,Live Phone,2016-11-04,4,1282,-4.0,-2.18,-1.82,1
2016,P,US,2016_Pres-G_US,154,Ipsos,,Online Panel,2016-11-04,4,2195,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,218,Morning Consult,,Online Panel,2016-11-04,4,1482,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,277,Rasmussen Reports,,IVR/Online Panel,2016-11-04,4,1500,-2.0,-2.18,0.18,1
2016,P,US,2016_Pres-G_US,343,University of Southern California Dornsife Center for Economic and Social Research,,Probability Panel,2016-11-04,4,2972,3.23,-2.18,5.41,1
2016,P,US,2016_Pres-G_US,3,ABC News/The Washington Post,,Live Phone,2016-11-05,3,2220,-4.0,-2.18,-1.82,1
2016,P,US,2016_Pres-G_US,103,Beacon Research/Shaw & Co. Research,,Live Phone,2016-11-05,3,1295,-4.0,-2.18,-1.82,1
2016,P,US,2016_Pres-G_US,124,Gravis Marketing,,IVR/Online Panel,2016-11-05,3,16639,-4.0,-2.18,-1.82,1
2016,P,US,2016_Pres-G_US,215,Monmouth University Polling Institute,,Live Phone,2016-11-05,3,748,-6.0,-2.18,-3.82,1
2016,P,US,2016_Pres-G_US,304,Selzer & Co.,,Live Phone,2016-11-05,3,799,-3.0,-2.18,-0.82,1
2016,P,US,2016_Pres-G_US,572,Leger,,Online Panel,2016-11-06,2,940,-4.0,-2.18,-1.82,1
2016,P,US,2016_Pres-G_US,175,Lucid,,Online Panel,2016-11-06,2,2521,-5.0,-2.18,-2.82,1
2016,P,US,2016_Pres-G_US,144,TIPP Insights,,Live Phone,2016-11-06,2,1107,1.5,-2.18,3.68,1
2016,P,US,2016_Pres-G_US,391,YouGov,,Online Panel,2016-11-06,2,3677,-4.0,-2.18,-1.82,1
2016,P,UT,2016_Pres-G_UT,154,Ipsos,,Online Panel,2016-09-12,57,208,16.72,18.08,-1.36,1
2016,P,UT,2016_Pres-G_UT,70,Dan Jones & Associates,,Live Phone/Online Panel,2016-09-16,53,820,9.0,18.08,-9.08,1
2016,P,UT,2016_Pres-G_UT,154,Ipsos,,Online Panel,2016-10-03,36,282,6.45,18.08,-11.63,1
2016,P,UT,2016_Pres-G_UT,389,Y2 Analytics,,Live Phone,2016-10-10,29,500,-0.0,18.08,-18.08,1
2016,P,UT,2016_Pres-G_UT,215,Monmouth University Polling Institute,,Live Phone,2016-10-11,28,403,6.0,18.08,-12.08,1
2016,P,UT,2016_Pres-G_UT,391,YouGov,,Live Phone/Online Panel,2016-10-13,26,951,17.0,18.08,-1.08,1
2016,P,UT,2016_Pres-G_UT,70,Dan Jones & Associates,,Live Phone/Online Panel,2016-10-15,24,818,5.0,18.08,-13.08,1
2016,P,UT,2016_Pres-G_UT,277,Rasmussen Reports,,IVR/Online Panel,2016-10-15,24,750,2.0,18.08,-16.08,1
2016,P,UT,2016_Pres-G_UT,88,Emerson College,,IVR,2016-10-18,21,700,2.6,18.08,-15.48,1
2016,P,UT,2016_Pres-G_UT,391,YouGov,,Online Panel,2016-10-20,19,676,9.1,18.08,-8.98,1
2016,P,UT,2016_Pres-G_UT,277,Rasmussen Reports,,IVR/Online Panel,2016-10-23,16,750,4.0,18.08,-14.08,1
2016,P,UT,2016_Pres-G_UT,70,Dan Jones & Associates,,Live Phone/Online Panel,2016-10-24,15,823,8.0,18.08,-10.08,1
2016,P,UT,2016_Pres-G_UT,154,Ipsos,,Online Panel,2016-10-27,12,286,6.76,18.08,-11.32,1
2016,P,UT,2016_Pres-G_UT,324,SurveyMonkey,,Online Panel,2016-10-28,11,1078,3.0,18.08,-15.08,1
2016,P,UT,2016_Pres-G_UT,124,Gravis Marketing,,IVR/Online Panel,2016-10-30,9,1424,6.0,18.08,-12.08,1
2016,P,UT,2016_Pres-G_UT,277,Rasmussen Reports,,IVR/Online Panel,2016-10-30,9,750,11.0,18.08,-7.08,1
2016,P,UT,2016_Pres-G_UT,88,Emerson College,,IVR,2016-11-01,7,1000,20.2,18.08,2.12,1
2016,P,UT,2016_Pres-G_UT,215,Monmouth University Polling Institute,,Live Phone,2016-11-01,7,402,6.0,18.08,-12.08,1
2016,P,UT,2016_Pres-G_UT,389,Y2 Analytics,,Live Phone,2016-11-02,6,500,9.0,18.08,-9.08,1
2016,P,UT,2016_Pres-G_UT,324,SurveyMonkey,,Online Panel,2016-11-04,4,1479,3.0,18.08,-15.08,1
2016,P,UT,2016_Pres-G_UT,338,Trafalgar Group,R,IVR,2016-11-04,4,1350,10.43,18.08,-7.65,1
2016,P,UT,2016_Pres-G_UT,391,YouGov,,Online Panel,2016-11-04,4,762,17.0,18.08,-1.08,1
2016,P,VA,2016_Pres-G_VA,258,Princeton Survey Research Associates International,,Live Phone,2016-09-09,60,685,-3.0,-5.32,2.32,1
2016,P,VA,2016_Pres-G_VA,263,Public Policy Polling,D,IVR/Online Panel,2016-09-10,59,878,-6.0,-5.32,-0.68,1
2016,P,VA,2016_Pres-G_VA,154,Ipsos,,Online Panel,2016-09-12,57,435,-9.84,-5.32,-4.52,1
2016,P,VA,2016_Pres-G_VA,292,Roanoke College Institute for Policy and Opinion Research,,Live Phone,2016-09-15,54,841,-7.0,-5.32,-1.68,1
2016,P,VA,2016_Pres-G_VA,267,Quinnipiac University,,Live Phone,2016-09-17,52,659,-6.0,-5.32,-0.68,1
2016,P,VA,2016_Pres-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2016-09-19,50,1003,-6.0,-5.32,-0.68,1
2016,P,VA,2016_Pres-G_VA,154,Ipsos,,Online Panel,2016-09-22,47,849,-7.91,-5.32,-2.59,1
2016,P,VA,2016_Pres-G_VA,391,YouGov,,Live Phone/Online Panel,2016-09-22,47,1237,-8.0,-5.32,-2.68,1
2016,P,VA,2016_Pres-G_VA,263,Public Policy Polling,D,IVR/Online Panel,2016-09-27,42,811,-6.0,-5.32,-0.68,1
2016,P,VA,2016_Pres-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2016-09-29,40,892,-7.0,-5.32,-1.68,1
2016,P,VA,2016_Pres-G_VA,131,Hampton University Center for Public Policy,,Live Phone,2016-09-30,39,800,-12.0,-5.32,-6.68,1
2016,P,VA,2016_Pres-G_VA,292,Roanoke College Institute for Policy and Opinion Research,,Live Phone,2016-10-04,35,814,-9.0,-5.32,-3.68,1
2016,P,VA,2016_Pres-G_VA,154,Ipsos,,Online Panel,2016-10-06,33,884,-10.42,-5.32,-5.1,1
2016,P,VA,2016_Pres-G_VA,88,Emerson College,,IVR,2016-10-11,28,600,-2.7,-5.32,2.62,1
2016,P,VA,2016_Pres-G_VA,324,SurveyMonkey,,Online Panel,2016-10-12,27,1644,-11.0,-5.32,-5.68,1
2016,P,VA,2016_Pres-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2016-10-13,26,809,-15.0,-5.32,-9.68,1
2016,P,VA,2016_Pres-G_VA,333,Tarrance Group,,Live Phone,2016-10-14,25,500,-9.0,-5.32,-3.68,1
2016,P,VA,2016_Pres-G_VA,175,Lucid,,Online Panel,2016-10-17,22,802,-5.0,-5.32,0.32,1
2016,P,VA,2016_Pres-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2016-10-18,21,834,-12.0,-5.32,-6.68,1
2016,P,VA,2016_Pres-G_VA,154,Ipsos,,Online Panel,2016-10-20,19,697,-8.81,-5.32,-3.49,1
2016,P,VA,2016_Pres-G_VA,391,YouGov,,Online Panel,2016-10-20,19,2460,-9.1,-5.32,-3.78,1
2016,P,VA,2016_Pres-G_VA,279,Remington Research Group,,IVR/Live Phone,2016-10-21,18,1787,-5.0,-5.32,0.32,1
2016,P,VA,2016_Pres-G_VA,267,Quinnipiac University,,Live Phone,2016-10-23,16,749,-12.0,-5.32,-6.68,1
2016,P,VA,2016_Pres-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2016-10-25,14,814,-7.0,-5.32,-1.68,1
2016,P,VA,2016_Pres-G_VA,292,Roanoke College Institute for Policy and Opinion Research,,Live Phone,2016-10-27,12,766,-18.0,-5.32,-12.68,1
2016,P,VA,2016_Pres-G_VA,386,Winthrop University Center for Public Opinion & Policy Research,,Live Phone,2016-10-27,12,712,-5.0,-5.32,0.32,1
2016,P,VA,2016_Pres-G_VA,131,Hampton University Center for Public Policy,,Live Phone,2016-10-28,11,802,3.0,-5.32,8.32,1
2016,P,VA,2016_Pres-G_VA,324,SurveyMonkey,,Online Panel,2016-10-28,11,2089,-10.0,-5.32,-4.68,1
2016,P,VA,2016_Pres-G_VA,88,Emerson College,,IVR,2016-10-29,10,800,-4.0,-5.32,1.32,1
2016,P,VA,2016_Pres-G_VA,754,The Washington Post/George Mason University Schar School of Policy and Government,,Live Phone,2016-10-29,10,1024,-6.0,-5.32,-0.68,1
2016,P,VA,2016_Pres-G_VA,279,Remington Research Group,,IVR/Live Phone,2016-10-30,9,1106,-4.0,-5.32,1.32,1
2016,P,VA,2016_Pres-G_VA,292,Roanoke College Institute for Policy and Opinion Research,,Live Phone,2016-10-31,8,654,-7.0,-5.32,-1.68,1
2016,P,VA,2016_Pres-G_VA,279,Remington Research Group,,IVR/Live Phone,2016-11-01,7,3076,-2.0,-5.32,3.32,1
2016,P,VA,2016_Pres-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2016-11-03,5,1193,-6.0,-5.32,-0.68,1
2016,P,VA,2016_Pres-G_VA,124,Gravis Marketing,,IVR/Online Panel,2016-11-03,5,1362,-5.0,-5.32,0.32,1
2016,P,VA,2016_Pres-G_VA,154,Ipsos,,Online Panel,2016-11-03,5,534,-4.79,-5.32,0.53,1
2016,P,VA,2016_Pres-G_VA,263,Public Policy Polling,,IVR/Online Panel,2016-11-03,5,1238,-5.0,-5.32,0.32,1
2016,P,VA,2016_Pres-G_VA,131,Hampton University Center for Public Policy,,Live Phone,2016-11-04,4,802,-4.0,-5.32,1.32,1
2016,P,VA,2016_Pres-G_VA,324,SurveyMonkey,,Online Panel,2016-11-04,4,2183,-8.0,-5.32,-2.68,1
2016,P,VT,2016_Pres-G_VT,154,Ipsos,,Online Panel,2016-09-26,43,102,-25.05,-26.41,1.36,1
2016,P,VT,2016_Pres-G_VT,45,The Castleton Polling Institute,,Live Phone,2016-10-07,32,579,-28.0,-26.41,-1.59,1
2016,P,VT,2016_Pres-G_VT,391,YouGov,,Online Panel,2016-10-20,19,191,-16.0,-26.41,10.41,1
2016,P,VT,2016_Pres-G_VT,33,Braun Research,,Live Phone,2016-10-21,18,603,-28.0,-26.41,-1.59,1
2016,P,VT,2016_Pres-G_VT,274,RRH Elections,,IVR,2016-10-25,14,1052,-26.0,-26.41,0.41,1
2016,P,VT,2016_Pres-G_VT,324,SurveyMonkey,,Online Panel,2016-10-28,11,436,-28.0,-26.41,-1.59,1
2016,P,VT,2016_Pres-G_VT,154,Ipsos,,Online Panel,2016-10-30,9,106,-24.87,-26.41,1.54,1
2016,P,VT,2016_Pres-G_VT,324,SurveyMonkey,,Online Panel,2016-11-04,4,454,-36.0,-26.41,-9.59,1
2016,P,WA,2016_Pres-G_WA,572,Leger,,Online Panel,2016-09-13,56,505,-10.0,-15.71,5.71,1
2016,P,WA,2016_Pres-G_WA,154,Ipsos,,Online Panel,2016-09-22,47,496,-13.66,-15.71,2.05,1
2016,P,WA,2016_Pres-G_WA,88,Emerson College,,IVR,2016-09-26,43,700,-5.8,-15.71,9.91,1
2016,P,WA,2016_Pres-G_WA,321,Strategies 360,,Live Phone,2016-10-01,38,500,-16.0,-15.71,-0.29,1
2016,P,WA,2016_Pres-G_WA,154,Ipsos,,Online Panel,2016-10-03,36,341,-17.61,-15.71,-1.9,1
2016,P,WA,2016_Pres-G_WA,391,YouGov,,Online Panel,2016-10-10,29,750,-14.0,-15.71,1.71,1
2016,P,WA,2016_Pres-G_WA,154,Ipsos,,Online Panel,2016-10-13,26,488,-3.78,-15.71,11.93,1
2016,P,WA,2016_Pres-G_WA,391,YouGov,,Online Panel,2016-10-20,19,1985,-15.7,-15.71,0.01,1
2016,P,WA,2016_Pres-G_WA,87,Elway Research,,Live Phone,2016-10-21,18,502,-17.0,-15.71,-1.29,1
2016,P,WA,2016_Pres-G_WA,324,SurveyMonkey,,Online Panel,2016-10-28,11,745,-19.0,-15.71,-3.29,1
2016,P,WA,2016_Pres-G_WA,154,Ipsos,,Online Panel,2016-10-30,9,562,-8.24,-15.71,7.47,1
2016,P,WA,2016_Pres-G_WA,325,SurveyUSA,,IVR/Online Panel,2016-11-01,7,681,-12.0,-15.71,3.71,1
2016,P,WA,2016_Pres-G_WA,324,SurveyMonkey,,Online Panel,2016-11-04,4,1451,-18.0,-15.71,-2.29,1
2016,P,WA,2016_Pres-G_WA,572,Leger,,Online Panel,2016-11-05,3,402,-15.0,-15.71,0.71,1
2016,P,WI,2016_Pres-G_WI,154,Ipsos,,Online Panel,2016-09-15,54,526,-0.03,0.76,-0.79,1
2016,P,WI,2016_Pres-G_WI,195,Marquette University Law School,,Live Phone,2016-09-17,52,677,-3.0,0.76,-3.76,1
2016,P,WI,2016_Pres-G_WI,88,Emerson College,,IVR,2016-09-19,50,700,-6.1,0.76,-6.86,1
2016,P,WI,2016_Pres-G_WI,154,Ipsos,,Online Panel,2016-09-29,40,687,-3.44,0.76,-4.2,1
2016,P,WI,2016_Pres-G_WI,124,Gravis Marketing,,IVR/Online Panel,2016-10-04,35,1102,-8.0,0.76,-8.76,1
2016,P,WI,2016_Pres-G_WI,171,Loras College Public Opinion Survey Center,,Live Phone,2016-10-04,35,500,-8.6,0.76,-9.36,1
2016,P,WI,2016_Pres-G_WI,391,YouGov,,Live Phone/Online Panel,2016-10-06,33,993,-4.0,0.76,-4.76,1
2016,P,WI,2016_Pres-G_WI,195,Marquette University Law School,,Live Phone,2016-10-08,31,878,-7.0,0.76,-7.76,1
2016,P,WI,2016_Pres-G_WI,324,SurveyMonkey,,Online Panel,2016-10-12,27,1076,-5.0,0.76,-5.76,1
2016,P,WI,2016_Pres-G_WI,154,Ipsos,,Online Panel,2016-10-13,26,470,-3.52,0.76,-4.28,1
2016,P,WI,2016_Pres-G_WI,313,St. Norbert College Strategic Research Institute,,Live Phone,2016-10-15,24,664,-8.0,0.76,-8.76,1
2016,P,WI,2016_Pres-G_WI,215,Monmouth University Polling Institute,,Live Phone,2016-10-17,22,403,-7.0,0.76,-7.76,1
2016,P,WI,2016_Pres-G_WI,263,Public Policy Polling,D,IVR,2016-10-18,21,804,-12.0,0.76,-12.76,1
2016,P,WI,2016_Pres-G_WI,203,McLaughlin & Associates,R,Live Phone,2016-10-19,20,600,-5.0,0.76,-5.76,1
2016,P,WI,2016_Pres-G_WI,391,YouGov,,Online Panel,2016-10-20,19,1794,-4.5,0.76,-5.26,1
2016,P,WI,2016_Pres-G_WI,279,Remington Research Group,,IVR/Live Phone,2016-10-21,18,1795,-5.0,0.76,-5.76,1
2016,P,WI,2016_Pres-G_WI,88,Emerson College,,IVR,2016-10-27,12,400,-6.0,0.76,-6.76,1
2016,P,WI,2016_Pres-G_WI,195,Marquette University Law School,,Live Phone,2016-10-28,11,1255,-6.0,0.76,-6.76,1
2016,P,WI,2016_Pres-G_WI,324,SurveyMonkey,,Online Panel,2016-10-28,11,1195,-2.0,0.76,-2.76,1
2016,P,WI,2016_Pres-G_WI,154,Ipsos,,Online Panel,2016-10-30,9,625,-5.93,0.76,-6.69,1
2016,P,WI,2016_Pres-G_WI,279,Remington Research Group,,IVR/Live Phone,2016-10-30,9,1172,-4.0,0.76,-4.76,1
2016,P,WI,2016_Pres-G_WI,171,Loras College Public Opinion Survey Center,,Live Phone,2016-10-31,8,500,-6.0,0.76,-6.76,1
2016,P,WI,2016_Pres-G_WI,263,Public Policy Polling,D,IVR/Online Panel,2016-10-31,8,891,-7.0,0.76,-7.76,1
2016,P,WI,2016_Pres-G_WI,52,Clarity Campaign Labs,D,IVR/Live Phone,2016-11-01,7,1129,-4.0,0.76,-4.76,1
2016,P,WI,2016_Pres-G_WI,279,Remington Research Group,,IVR/Live Phone,2016-11-01,7,2720,-8.0,0.76,-8.76,1
2016,P,WI,2016_Pres-G_WI,324,SurveyMonkey,,Online Panel,2016-11-04,4,2246,-2.0,0.76,-2.76,1
2016,P,WI,2016_Pres-G_WI,124,Gravis Marketing,,IVR/Online Panel,2016-11-05,3,1184,-3.0,0.76,-3.76,1
2016,P,WV,2016_Pres-G_WV,418,Just Win Strategies,R,NA,2016-09-09,60,600,27.0,42.07,-15.07,1
2016,P,WV,2016_Pres-G_WV,113,Garin-Hart-Yang Research Group,D,Live Phone,2016-09-15,54,500,32.0,42.07,-10.07,1
2016,P,WV,2016_Pres-G_WV,154,Ipsos,,Online Panel,2016-09-19,50,173,19.62,42.07,-22.45,1
2016,P,WV,2016_Pres-G_WV,154,Ipsos,,Online Panel,2016-10-10,29,129,16.34,42.07,-25.73,1
2016,P,WV,2016_Pres-G_WV,118,Global Strategy Group,D,Live Phone,2016-10-14,25,601,27.0,42.07,-15.07,1
2016,P,WV,2016_Pres-G_WV,391,YouGov,,Online Panel,2016-10-20,19,472,28.3,42.07,-13.77,1
2016,P,WV,2016_Pres-G_WV,324,SurveyMonkey,,Online Panel,2016-10-28,11,321,31.0,42.07,-11.07,1
2016,P,WV,2016_Pres-G_WV,154,Ipsos,,Online Panel,2016-10-30,9,180,23.82,42.07,-18.25,1
2016,P,WV,2016_Pres-G_WV,324,SurveyMonkey,,Online Panel,2016-11-04,4,472,27.0,42.07,-15.07,1
2016,P,WY,2016_Pres-G_WY,667,University of Wyoming Survey & Analysis Center,,Live Phone,2016-10-08,31,722,38.0,46.3,-8.3,1
2016,P,WY,2016_Pres-G_WY,391,YouGov,,Online Panel,2016-10-20,19,151,32.8,46.3,-13.5,1
2016,P,WY,2016_Pres-G_WY,324,SurveyMonkey,,Online Panel,2016-10-28,11,251,40.0,46.3,-6.3,1
2016,P,WY,2016_Pres-G_WY,324,SurveyMonkey,,Online Panel,2016-11-04,4,213,39.0,46.3,-7.3,1
2016,S,AK,2016_Sen-G_AK,217,Moore Information Group,R,Live Phone,2016-09-14,55,500,33.0,32.73,0.27,1
2016,S,AK,2016_Sen-G_AK,155,Alaska Survey Research,,Live Phone,2016-09-30,39,660,37.7,32.73,4.97,1
2016,S,AK,2016_Sen-G_AK,217,Moore Information Group,R,Live Phone,2016-10-05,34,500,40.0,32.73,7.27,1
2016,S,AK,2016_Sen-G_AK,324,SurveyMonkey,,Online Panel,2016-10-28,11,300,26.0,32.73,-6.73,1
2016,S,AK,2016_Sen-G_AK,324,SurveyMonkey,,Online Panel,2016-11-04,4,409,22.0,32.73,-10.73,1
2016,S,AL,2016_Sen-G_AL,324,SurveyMonkey,,Online Panel,2016-10-28,11,485,24.0,28.09,-4.09,1
2016,S,AL,2016_Sen-G_AL,324,SurveyMonkey,,Online Panel,2016-11-04,4,1131,19.0,28.09,-9.09,1
2016,S,AR,2016_Sen-G_AR,88,Emerson College,,IVR,2016-09-11,58,600,14.0,23.6,-9.6,1
2016,S,AR,2016_Sen-G_AR,138,Hendrix College,,IVR,2016-09-16,53,831,26.0,23.6,2.4,1
2016,S,AR,2016_Sen-G_AR,138,Hendrix College,,IVR,2016-10-21,18,463,18.0,23.6,-5.6,1
2016,S,AR,2016_Sen-G_AR,345,University of Arkansas Department of Political Science,,Live Phone,2016-10-22,17,585,17.8,23.6,-5.8,1
2016,S,AR,2016_Sen-G_AR,324,SurveyMonkey,,Online Panel,2016-10-28,11,484,10.0,23.6,-13.6,1
2016,S,AR,2016_Sen-G_AR,324,SurveyMonkey,,Online Panel,2016-11-04,4,930,15.0,23.6,-8.6,1
2016,S,AZ,2016_Sen-G_AZ,572,Leger,,Online Panel,2016-09-13,56,484,18.0,12.96,5.04,1
2016,S,AZ,2016_Sen-G_AZ,88,Emerson College,,IVR,2016-10-03,36,600,15.4,12.96,2.44,1
2016,S,AZ,2016_Sen-G_AZ,15,Arizona State University Morrison Institute for Public Policy,,Live Phone,2016-10-12,27,660,11.9,12.96,-1.06,1
2016,S,AZ,2016_Sen-G_AZ,324,SurveyMonkey,,Online Panel,2016-10-12,27,1028,3.0,12.96,-9.96,1
2016,S,AZ,2016_Sen-G_AZ,416,HighGround Inc.,,Live Phone,2016-10-14,25,400,10.0,12.96,-2.96,1
2016,S,AZ,2016_Sen-G_AZ,215,Monmouth University Polling Institute,,Live Phone,2016-10-23,16,401,10.0,12.96,-2.96,1
2016,S,AZ,2016_Sen-G_AZ,391,YouGov,,Live Phone/Online Panel,2016-10-27,12,994,5.0,12.96,-7.96,1
2016,S,AZ,2016_Sen-G_AZ,324,SurveyMonkey,,Online Panel,2016-10-28,11,1457,3.0,12.96,-9.96,1
2016,S,AZ,2016_Sen-G_AZ,37,Big Village,,Live Phone,2016-10-29,10,769,13.0,12.96,0.04,1
2016,S,AZ,2016_Sen-G_AZ,73,Data Orbital,,Live Phone,2016-10-29,10,550,10.0,12.96,-2.96,1
2016,S,AZ,2016_Sen-G_AZ,88,Emerson College,,IVR,2016-10-30,9,700,6.0,12.96,-6.96,1
2016,S,AZ,2016_Sen-G_AZ,175,Lucid,,Online Panel,2016-10-30,9,1113,12.0,12.96,-0.96,1
2016,S,AZ,2016_Sen-G_AZ,183,Marist College,,Live Phone,2016-10-31,8,719,16.0,12.96,3.04,1
2016,S,AZ,2016_Sen-G_AZ,73,Data Orbital,,Live Phone,2016-11-01,7,550,11.0,12.96,-1.96,1
2016,S,AZ,2016_Sen-G_AZ,324,SurveyMonkey,,Online Panel,2016-11-04,4,2609,5.0,12.96,-7.96,1
2016,S,AZ,2016_Sen-G_AZ,73,Data Orbital,,Live Phone,2016-11-05,3,550,12.0,12.96,-0.96,1
2016,S,AZ,2016_Sen-G_AZ,572,Leger,,Online Panel,2016-11-05,3,392,8.0,12.96,-4.96,1
2016,S,CA,2016_Sen-G_CA,325,SurveyUSA,,IVR/Online Panel,2016-09-10,59,712,17.0,23.21,-6.21,0
2016,S,CA,2016_Sen-G_CA,391,YouGov,,Online Panel,2016-09-10,59,1426,22.0,23.21,-1.21,0
2016,S,CA,2016_Sen-G_CA,572,Leger,,Online Panel,2016-09-13,56,515,14.0,23.21,-9.21,0
2016,S,CA,2016_Sen-G_CA,262,Public Policy Institute of California,,Live Phone,2016-09-13,56,1055,7.0,23.21,-16.21,0
2016,S,CA,2016_Sen-G_CA,325,SurveyUSA,,IVR/Online Panel,2016-09-27,42,751,11.0,23.21,-12.21,0
2016,S,CA,2016_Sen-G_CA,391,YouGov,,Online Panel,2016-10-09,30,1250,19.0,23.21,-4.21,0
2016,S,CA,2016_Sen-G_CA,807,"California State University, Sacramento",,Online Panel/Mail-to-Web,2016-10-10,29,622,25.0,23.21,1.79,0
2016,S,CA,2016_Sen-G_CA,325,SurveyUSA,,IVR/Online Panel,2016-10-14,25,725,21.0,23.21,-2.21,0
2016,S,CA,2016_Sen-G_CA,262,Public Policy Institute of California,,Live Phone,2016-10-18,21,1024,22.0,23.21,-1.21,0
2016,S,CA,2016_Sen-G_CA,127,Greenberg Quinlan Rosner/American Viewpoint,,Live Phone,2016-10-26,13,1382,17.0,23.21,-6.21,0
2016,S,CA,2016_Sen-G_CA,324,SurveyMonkey,,Online Panel,2016-10-28,11,2505,20.0,23.21,-3.21,0
2016,S,CA,2016_Sen-G_CA,391,YouGov,,Online Panel,2016-10-28,11,1498,24.0,23.21,0.79,0
2016,S,CA,2016_Sen-G_CA,325,SurveyUSA,,IVR/Online Panel,2016-10-30,9,747,20.0,23.21,-3.21,0
2016,S,CA,2016_Sen-G_CA,324,SurveyMonkey,,Online Panel,2016-11-04,4,2712,21.0,23.21,-2.21,0
2016,S,CA,2016_Sen-G_CA,572,Leger,,Online Panel,2016-11-05,3,401,22.0,23.21,-1.21,0
2016,S,CO,2016_Sen-G_CO,88,Emerson College,,IVR,2016-09-11,58,600,-7.0,-5.66,-1.34,1
2016,S,CO,2016_Sen-G_CO,106,Franklin & Marshall College Center for Opinion Research,,Mail-to-Web/Mail-to-Phone,2016-09-16,53,350,-11.0,-5.66,-5.34,1
2016,S,CO,2016_Sen-G_CO,267,Quinnipiac University,,Live Phone,2016-09-17,52,644,-9.0,-5.66,-3.34,1
