year,pollster,start,end,sample,population,dem,rep
2020,Øptimus,2020-04-07,2020-04-14,732,lv,46.8,35.3
2020,RMG Research,2020-04-16,2020-04-18,1200,rv,46.0,35.0
2020,Øptimus,2020-04-11,2020-04-18,870,a,39.3,29.1
2020,Øptimus,2020-04-11,2020-04-18,745,lv,45.8,38.0
2020,Climate Nexus,2020-04-19,2020-04-19,1917,rv,50.0,40.0
2020,Morning Consult,2020-04-18,2020-04-19,1991,rv,44.0,39.0
2020,McLaughlin,2020-04-16,2020-04-20,1000,lv,46.0,45.0
2020,YouGov,2020-04-19,2020-04-21,1144,rv,46.0,38.0
2020,Øptimus,2020-04-14,2020-04-21,964,a,38.1,29.2
2020,Øptimus,2020-04-14,2020-04-21,829,lv,44.5,37.8
2020,RMG Research,2020-04-23,2020-04-25,1200,rv,43.0,36.0
2020,Øptimus,2020-04-18,2020-04-25,924,a,39.5,28.6
2020,Øptimus,2020-04-18,2020-04-25,784,lv,46.1,36.1
2020,Winston,2020-04-27,2020-04-28,1000,rv,45.0,42.0
2020,YouGov,2020-04-26,2020-04-28,1222,rv,46.0,38.0
2020,Øptimus,2020-04-21,2020-04-28,899,a,39.0,29.1
2020,Øptimus,2020-04-21,2020-04-28,766,lv,46.2,37.7
2020,Øptimus,2020-04-25,2020-05-02,885,a,37.3,27.6
2020,Øptimus,2020-04-25,2020-05-02,765,lv,46.2,37.4
2020,Morning Consult,2020-05-02,2020-05-03,1987,rv,44.0,39.0
2020,Morning Consult,2020-05-01,2020-05-03,12000,lv,48.0,42.0
2020,Monmouth,2020-04-30,2020-05-04,739,rv,52.0,42.0
2020,Morning Consult,2020-05-02,2020-05-04,12000,lv,49.0,42.0
2020,Morning Consult,2020-05-03,2020-05-05,12000,lv,49.0,42.0
2020,YouGov,2020-05-03,2020-05-05,1209,rv,47.0,39.0
2020,Øptimus,2020-04-28,2020-05-05,880,a,36.9,28.5
2020,Øptimus,2020-04-28,2020-05-05,758,lv,45.8,37.2
2020,Morning Consult,2020-05-04,2020-05-06,12000,lv,48.0,42.0
2020,Morning Consult,2020-05-05,2020-05-07,12000,lv,48.0,42.0
2020,Morning Consult,2020-05-06,2020-05-08,12000,lv,49.0,42.0
2020,Morning Consult,2020-05-07,2020-05-09,12000,lv,49.0,42.0
2020,Øptimus,2020-05-02,2020-05-09,849,a,38.3,31.3
2020,Øptimus,2020-05-02,2020-05-09,726,lv,45.9,39.0
2020,Morning Consult,2020-05-08,2020-05-10,12000,lv,48.0,42.0
2020,Morning Consult,2020-05-09,2020-05-11,12000,lv,47.0,43.0
2020,Morning Consult,2020-05-10,2020-05-12,12000,lv,47.0,43.0
2020,YouGov,2020-05-10,2020-05-12,1175,rv,48.0,41.0
2020,Øptimus,2020-05-05,2020-05-12,860,a,40.2,30.1
2020,Øptimus,2020-05-05,2020-05-12,728,lv,46.0,37.7
2020,Morning Consult,2020-05-11,2020-05-13,12000,lv,47.0,43.0
2020,Morning Consult,2020-05-12,2020-05-14,12000,lv,47.0,43.0
2020,Morning Consult,2020-05-13,2020-05-15,12000,lv,47.0,42.0
2020,Morning Consult,2020-05-14,2020-05-16,12000,lv,48.0,42.0
2020,Øptimus,2020-05-09,2020-05-16,914,a,37.6,29.1
2020,Øptimus,2020-05-09,2020-05-16,780,lv,44.4,35.9
2020,Morning Consult,2020-05-15,2020-05-17,12000,lv,48.0,42.0
2020,Morning Consult,2020-05-16,2020-05-18,12000,lv,48.0,42.0
2020,Morning Consult,2020-05-17,2020-05-19,12000,lv,48.0,43.0
2020,YouGov,2020-05-17,2020-05-19,1235,rv,47.0,38.0
2020,Øptimus,2020-05-12,2020-05-19,899,a,36.6,30.1
2020,Øptimus,2020-05-12,2020-05-19,774,lv,45.0,36.1
2020,Morning Consult,2020-05-18,2020-05-20,12000,lv,47.0,43.0
2020,Morning Consult,2020-05-19,2020-05-21,12000,lv,48.0,43.0
2020,Morning Consult,2020-05-20,2020-05-22,12000,lv,48.0,43.0
2020,Morning Consult,2020-05-21,2020-05-23,12000,lv,48.0,42.0
2020,Øptimus,2020-05-16,2020-05-23,891,a,38.1,30.6
2020,Øptimus,2020-05-16,2020-05-23,766,lv,46.5,38.2
2020,Morning Consult,2020-05-22,2020-05-24,12000,lv,48.0,42.0
2020,Winston,2020-05-21,2020-05-24,1000,rv,47.0,40.0
2020,Morning Consult,2020-05-23,2020-05-25,12000,lv,49.0,42.0
2020,McLaughlin,2020-05-21,2020-05-26,1000,lv,47.0,46.0
2020,Morning Consult,2020-05-24,2020-05-26,12000,lv,49.0,42.0
2020,YouGov,2020-05-23,2020-05-26,1157,rv,47.0,39.0
2020,Øptimus,2020-05-19,2020-05-26,913,a,39.4,31.2
2020,Øptimus,2020-05-19,2020-05-26,793,lv,46.5,38.6
2020,Morning Consult,2020-05-25,2020-05-27,12000,lv,48.0,42.0
2020,Morning Consult,2020-05-26,2020-05-28,12000,lv,48.0,42.0
2020,Morning Consult,2020-05-27,2020-05-29,12000,lv,48.0,42.0
2020,Morning Consult,2020-05-28,2020-05-30,12000,lv,48.0,42.0
2020,Øptimus,2020-05-23,2020-05-30,914,a,42.2,29.5
2020,Øptimus,2020-05-23,2020-05-30,789,lv,46.2,37.1
2020,Morning Consult,2020-05-29,2020-05-31,12000,lv,48.0,42.0
2020,Monmouth,2020-05-28,2020-06-01,742,rv,52.0,43.0
2020,Morning Consult,2020-05-30,2020-06-01,12000,lv,48.0,42.0
2020,Hart/POS,2020-05-28,2020-06-02,1000,rv,51.0,40.0
2020,Morning Consult,2020-05-31,2020-06-02,12000,lv,48.0,42.0
2020,YouGov,2020-05-31,2020-06-02,1244,rv,46.0,40.0
2020,Øptimus,2020-05-26,2020-06-02,917,a,41.2,27.7
2020,Øptimus,2020-05-26,2020-06-02,795,lv,46.5,36.7
2020,Morning Consult,2020-06-01,2020-06-03,12000,lv,48.0,41.0
2020,Morning Consult,2020-06-02,2020-06-04,12000,lv,48.0,42.0
2020,Morning Consult,2020-06-03,2020-06-05,12000,lv,48.0,41.0
2020,Morning Consult,2020-06-04,2020-06-06,12000,lv,48.0,41.0
2020,Øptimus,2020-05-30,2020-06-06,891,a,37.8,28.4
2020,Øptimus,2020-05-30,2020-06-06,787,lv,47.4,37.5
2020,MSR Group,2020-06-07,2020-06-07,855,rv,44.6,40.6
2020,Morning Consult,2020-06-05,2020-06-07,12000,lv,48.0,41.0
2020,Morning Consult,2020-06-06,2020-06-08,12000,lv,49.0,41.0
2020,Morning Consult,2020-06-07,2020-06-09,12000,lv,49.0,41.0
2020,YouGov,2020-06-07,2020-06-09,1241,rv,47.0,39.0
2020,Øptimus,2020-06-02,2020-06-09,855,a,38.5,30.2
2020,Øptimus,2020-06-02,2020-06-09,762,lv,46.9,39.4
2020,Morning Consult,2020-06-08,2020-06-10,12000,lv,49.0,42.0
2020,Nationscape,2020-05-28,2020-06-10,10601,rv,47.0,37.0
2020,Climate Nexus,2020-06-06,2020-06-11,9087,rv,48.0,42.0
2020,Morning Consult,2020-06-09,2020-06-11,12000,lv,48.0,42.0
2020,Morning Consult,2020-06-10,2020-06-12,12000,lv,48.0,42.0
2020,Morning Consult,2020-06-11,2020-06-13,12000,lv,48.0,42.0
2020,Øptimus,2020-06-06,2020-06-13,849,a,39.4,31.5
2020,Øptimus,2020-06-06,2020-06-13,742,lv,46.7,38.5
2020,Morning Consult,2020-06-12,2020-06-14,12000,lv,48.0,42.0
2020,Morning Consult,2020-06-13,2020-06-15,12000,lv,48.0,42.0
2020,Winston,2020-06-13,2020-06-15,1000,rv,45.0,42.0
2020,McLaughlin,2020-06-11,2020-06-16,1000,lv,47.0,46.0
2020,Morning Consult,2020-06-14,2020-06-16,12000,lv,48.0,42.0
2020,YouGov,2020-06-14,2020-06-16,1160,rv,49.0,40.0
2020,Øptimus,2020-06-09,2020-06-16,783,a,38.2,31.8
2020,Øptimus,2020-06-09,2020-06-16,686,lv,45.3,38.7
2020,Morning Consult,2020-06-15,2020-06-17,12000,lv,48.0,42.0
2020,Morning Consult,2020-06-16,2020-06-18,12000,lv,48.0,42.0
2020,Morning Consult,2020-06-17,2020-06-19,12000,lv,49.0,42.0
2020,Morning Consult,2020-06-18,2020-06-20,12000,lv,48.0,42.0
2020,PPP,2020-06-19,2020-06-20,1013,rv,52.0,41.0
2020,Morning Consult,2020-06-19,2020-06-21,12000,lv,49.0,42.0
2020,Morning Consult,2020-06-20,2020-06-22,12000,lv,49.0,41.0
2020,Morning Consult,2020-06-21,2020-06-23,12000,lv,49.0,41.0
2020,YouGov,2020-06-21,2020-06-23,1230,rv,48.0,41.0
2020,Morning Consult,2020-06-22,2020-06-24,12000,lv,49.0,41.0
2020,Opinium,2020-06-19,2020-06-24,1217,lv,51.1,40.5
2020,Morning Consult,2020-06-23,2020-06-25,12000,lv,48.0,42.0
2020,Morning Consult,2020-06-24,2020-06-26,12000,lv,49.0,41.0
2020,Morning Consult,2020-06-25,2020-06-27,12000,lv,48.0,42.0
2020,Øptimus,2020-06-23,2020-06-27,999,a,38.7,31.3
2020,Øptimus,2020-06-23,2020-06-27,903,lv,43.2,39.7
2020,Hart Research Associates,2020-06-22,2020-06-28,1000,lv,51.0,42.0
2020,Morning Consult,2020-06-26,2020-06-28,12000,lv,49.0,42.0
2020,Morning Consult,2020-06-27,2020-06-29,12000,lv,49.0,43.0
2020,Suffolk,2020-06-25,2020-06-29,1000,rv,50.5,37.3
2020,Monmouth,2020-06-26,2020-06-30,733,rv,50.0,42.0
2020,Morning Consult,2020-06-28,2020-06-30,12000,lv,48.0,43.0
2020,YouGov,2020-06-28,2020-06-30,1198,rv,49.0,40.0
2020,Global Strategy Group/Data for Progress,2020-06-23,2020-07-01,3249,rv,51.0,41.0
2020,Morning Consult,2020-06-29,2020-07-01,12000,lv,48.0,42.0
2020,Morning Consult,2020-06-30,2020-07-02,12000,lv,49.0,42.0
2020,Morning Consult,2020-07-01,2020-07-03,12000,lv,49.0,42.0
2020,Morning Consult,2020-07-02,2020-07-04,12000,lv,48.0,43.0
2020,Morning Consult,2020-07-03,2020-07-05,12000,lv,48.0,43.0
2020,Morning Consult,2020-07-04,2020-07-06,12000,lv,48.0,42.0
2020,Morning Consult,2020-07-05,2020-07-07,12000,lv,49.0,42.0
2020,YouGov,2020-07-05,2020-07-07,1165,rv,51.0,40.0
2020,Morning Consult,2020-07-06,2020-07-08,12000,lv,49.0,41.0
2020,Morning Consult,2020-07-07,2020-07-09,12000,lv,48.0,42.0
2020,Morning Consult,2020-07-08,2020-07-10,12000,lv,48.0,42.0
2020,Morning Consult,2020-07-09,2020-07-11,12000,lv,48.0,43.0
2020,Hart/POS,2020-07-09,2020-07-12,900,rv,47.0,43.0
2020,Morning Consult,2020-07-10,2020-07-12,12000,lv,48.0,42.0
2020,Morning Consult,2020-07-11,2020-07-13,12000,lv,49.0,42.0
2020,Morning Consult,2020-07-12,2020-07-14,12000,lv,49.0,42.0
2020,YouGov,2020-07-12,2020-07-14,1252,rv,48.0,40.0
2020,YouGov,2020-07-11,2020-07-14,1078,rv,48.0,38.0
2020,Morning Consult,2020-07-13,2020-07-15,12000,lv,48.0,42.0
2020,Morning Consult,2020-07-14,2020-07-16,12000,lv,48.0,43.0
2020,Morning Consult,2020-07-15,2020-07-17,12000,lv,47.0,43.0
2020,Benenson Strategy Group/GS Strategy Group,2020-07-15,2020-07-18,1301,lv,48.0,39.0
2020,Morning Consult,2020-07-16,2020-07-18,12000,lv,48.0,42.0
2020,Winston,2020-07-16,2020-07-18,1000,rv,47.0,41.0
2020,GQR,2020-07-15,2020-07-19,1000,rv,53.0,46.0
2020,Morning Consult,2020-07-17,2020-07-19,1991,rv,47.0,37.0
2020,Morning Consult,2020-07-17,2020-07-19,12000,lv,48.0,42.0
2020,Morning Consult,2020-07-18,2020-07-20,12000,lv,49.0,41.0
2020,Morning Consult,2020-07-19,2020-07-21,12000,lv,49.0,42.0
2020,YouGov,2020-07-19,2020-07-21,1222,rv,47.0,40.0
2020,Echelon Insights,2020-07-17,2020-07-22,1000,lv,51.0,37.0
2020,Morning Consult,2020-07-20,2020-07-22,12000,lv,49.0,42.0
2020,Morning Consult,2020-07-21,2020-07-23,12000,lv,49.0,42.0
2020,Morning Consult,2020-07-22,2020-07-24,12000,lv,49.0,42.0
2020,Morning Consult,2020-07-23,2020-07-25,12000,lv,48.0,42.0
2020,Morning Consult,2020-07-24,2020-07-26,12000,lv,48.0,42.0
2020,Beacon/Shaw,2020-07-23,2020-07-27,1504,rv,47.0,41.0
2020,Morning Consult,2020-07-25,2020-07-27,12000,lv,48.0,42.0
2020,Ipsos,2020-07-27,2020-07-28,1115,a,43.6,35.4
2020,Ipsos,2020-07-27,2020-07-28,947,rv,47.0,39.1
2020,Morning Consult,2020-07-26,2020-07-28,12000,lv,48.0,42.0
2020,YouGov,2020-07-26,2020-07-28,1260,rv,48.0,40.0
2020,Øptimus,2020-07-24,2020-07-28,1039,a,38.2,29.6
2020,Øptimus,2020-07-24,2020-07-28,914,lv,44.7,38.1
2020,Morning Consult,2020-07-27,2020-07-29,12000,lv,48.0,42.0
2020,Emerson,2020-07-29,2020-07-30,964,lv,46.31,40.59
2020,Morning Consult,2020-07-28,2020-07-30,12000,lv,48.0,42.0
2020,YouGov,2020-07-28,2020-07-30,1086,rv,49.0,39.0
2020,Morning Consult,2020-07-29,2020-07-31,12000,lv,48.0,43.0
2020,Morning Consult,2020-07-30,2020-08-01,12000,lv,48.0,42.0
2020,Morning Consult,2020-07-31,2020-08-02,12000,lv,48.0,43.0
2020,Morning Consult,2020-08-01,2020-08-03,12000,lv,48.0,42.0
2020,Morning Consult,2020-08-02,2020-08-04,12000,lv,49.0,42.0
2020,YouGov,2020-08-02,2020-08-04,1229,rv,50.0,38.0
2020,Morning Consult,2020-08-03,2020-08-05,12000,lv,49.0,41.0
2020,Lake Research Partners/The Tarrance Group,2020-08-01,2020-08-06,1000,lv,50.12,43.58
2020,Morning Consult,2020-08-04,2020-08-06,12000,lv,49.0,42.0
2020,Morning Consult,2020-08-05,2020-08-07,12000,lv,49.0,41.0
2020,Morning Consult,2020-08-06,2020-08-08,12000,lv,49.0,42.0
2020,Morning Consult,2020-08-07,2020-08-09,12000,lv,48.0,42.0
2020,Morning Consult,2020-08-08,2020-08-10,12000,lv,48.0,43.0
2020,Morning Consult,2020-08-04,2020-08-10,2200,a,45.0,35.0
2020,Marist College,2020-08-03,2020-08-11,1118,rv,49.0,43.0
2020,Morning Consult,2020-08-09,2020-08-11,12000,lv,48.0,43.0
2020,YouGov,2020-08-09,2020-08-11,1208,rv,49.0,39.0
2020,Hart/POS,2020-08-09,2020-08-12,900,rv,47.0,42.0
2020,Morning Consult,2020-08-10,2020-08-12,12000,lv,48.0,42.0
2020,Morning Consult,2020-08-11,2020-08-13,12000,lv,48.0,42.0
2020,Data for Progress,2020-08-13,2020-08-14,1143,lv,47.0,40.0
2020,Morning Consult,2020-08-12,2020-08-14,12000,lv,49.0,42.0
2020,Morning Consult,2020-08-13,2020-08-15,12000,lv,48.0,42.0
2020,YouGov,2020-08-14,2020-08-15,1158,rv,49.0,38.0
2020,Morning Consult,2020-08-14,2020-08-16,12000,lv,48.0,42.0
2020,Morning Consult,2020-08-15,2020-08-17,12000,lv,48.0,42.0
2020,Echelon Insights,2020-08-14,2020-08-18,1000,lv,49.0,40.0
2020,Morning Consult,2020-08-16,2020-08-18,12000,lv,48.0,42.0
2020,YouGov,2020-08-16,2020-08-18,1246,rv,49.0,38.0
2020,Morning Consult,2020-08-17,2020-08-19,12000,lv,48.0,42.0
2020,Morning Consult,2020-08-18,2020-08-20,12000,lv,48.0,42.0
2020,Morning Consult,2020-08-19,2020-08-21,12000,lv,48.0,42.0
2020,Morning Consult,2020-08-20,2020-08-22,12000,lv,48.0,43.0
2020,Morning Consult,2020-08-21,2020-08-23,12000,lv,48.0,43.0
2020,YouGov,2020-08-21,2020-08-23,904,rv,50.0,39.0
2020,Morning Consult,2020-08-22,2020-08-24,12000,lv,48.0,43.0
2020,USC Dornsife,2020-08-11,2020-08-24,4321,lv,51.94,43.51
2020,Morning Consult,2020-08-23,2020-08-25,12000,lv,49.0,42.0
2020,USC Dornsife,2020-08-12,2020-08-25,4511,lv,51.71,43.59
2020,YouGov,2020-08-23,2020-08-25,1256,rv,47.0,39.0
2020,McLaughlin,2020-08-22,2020-08-26,1000,lv,47.0,46.0
2020,Morning Consult,2020-08-24,2020-08-26,12000,lv,49.0,42.0
2020,Opinium,2020-08-21,2020-08-26,1180,lv,55.59,42.57
2020,USC Dornsife,2020-08-13,2020-08-26,4630,lv,51.77,43.5
2020,Morning Consult,2020-08-25,2020-08-27,12000,lv,48.0,43.0
2020,USC Dornsife,2020-08-14,2020-08-27,4731,lv,51.61,43.43
2020,Morning Consult,2020-08-26,2020-08-28,12000,lv,48.0,43.0
2020,USC Dornsife,2020-08-15,2020-08-28,4797,lv,51.38,43.6
2020,YouGov,2020-08-27,2020-08-28,807,rv,49.0,38.0
2020,Morning Consult,2020-08-27,2020-08-29,12000,lv,48.0,43.0
2020,USC Dornsife,2020-08-16,2020-08-29,4863,lv,51.89,43.23
2020,Morning Consult,2020-08-28,2020-08-30,12000,lv,48.0,43.0
2020,Selzer,2020-08-26,2020-08-30,827,lv,48.0,41.0
2020,USC Dornsife,2020-08-17,2020-08-30,4905,lv,51.73,43.4
2020,Morning Consult,2020-08-29,2020-08-31,12000,lv,48.0,43.0
2020,Suffolk,2020-08-28,2020-08-31,1000,rv,47.5,42.2
2020,USC Dornsife,2020-08-18,2020-08-31,5003,lv,51.65,43.35
2020,Morning Consult,2020-08-30,2020-09-01,12000,lv,49.0,42.0
2020,USC Dornsife,2020-08-19,2020-09-01,5070,lv,51.68,43.49
2020,YouGov,2020-08-30,2020-09-01,1209,rv,51.0,38.0
2020,Morning Consult,2020-08-31,2020-09-02,12000,lv,49.0,43.0
2020,USC Dornsife,2020-08-20,2020-09-02,5091,lv,51.39,43.95
2020,Morning Consult,2020-09-01,2020-09-03,12000,lv,49.0,42.0
2020,USC Dornsife,2020-08-21,2020-09-03,5109,lv,51.26,43.84
2020,Morning Consult,2020-09-02,2020-09-04,12000,lv,49.0,43.0
2020,USC Dornsife,2020-08-22,2020-09-04,5125,lv,51.31,43.92
2020,Morning Consult,2020-09-03,2020-09-05,12000,lv,48.0,43.0
2020,USC Dornsife,2020-08-23,2020-09-05,5125,lv,51.04,44.01
2020,Morning Consult,2020-09-04,2020-09-06,12000,lv,48.0,43.0
2020,USC Dornsife,2020-08-24,2020-09-06,5157,lv,51.17,44.0
2020,Hart Research Associates,2020-09-03,2020-09-07,1202,lv,50.0,42.0
2020,Morning Consult,2020-09-05,2020-09-07,12000,lv,48.0,42.0
2020,USC Dornsife,2020-08-25,2020-09-07,5138,lv,50.92,44.15
2020,Monmouth,2020-09-03,2020-09-08,758,rv,49.0,43.0
2020,Monmouth,2020-09-03,2020-09-08,758,lv,49.0,45.0
2020,Morning Consult,2020-09-06,2020-09-08,12000,lv,48.0,43.0
2020,USC Dornsife,2020-08-26,2020-09-08,5195,lv,51.15,43.91
2020,YouGov,2020-09-06,2020-09-08,1183,rv,46.0,39.0
2020,YouGov,2020-09-06,2020-09-08,1057,lv,48.0,41.0
2020,Climate Nexus,2020-09-08,2020-09-09,1244,lv,51.0,41.0
2020,Morning Consult,2020-09-07,2020-09-09,12000,lv,49.0,43.0
2020,USC Dornsife,2020-08-27,2020-09-09,5235,lv,50.83,44.15
2020,Morning Consult,2020-09-08,2020-09-10,12000,lv,48.0,43.0
2020,Opinium,2020-09-04,2020-09-10,1153,lv,53.03,45.52
2020,USC Dornsife,2020-08-28,2020-09-10,5214,lv,50.99,44.24
2020,Morning Consult,2020-09-09,2020-09-11,12000,lv,49.0,42.0
2020,USC Dornsife,2020-08-29,2020-09-11,5251,lv,51.04,44.13
2020,YouGov,2020-09-09,2020-09-11,1219,rv,49.0,38.0
2020,Morning Consult,2020-09-10,2020-09-12,12000,lv,48.0,43.0
2020,RMG Research,2020-09-10,2020-09-12,941,lv,46.0,41.0
2020,USC Dornsife,2020-08-30,2020-09-12,5366,lv,50.55,44.68
2020,Morning Consult,2020-09-11,2020-09-13,12000,lv,48.0,42.0
2020,USC Dornsife,2020-08-31,2020-09-13,5387,lv,50.43,44.93
2020,Morning Consult,2020-09-12,2020-09-14,12000,lv,48.0,44.0
2020,USC Dornsife,2020-09-01,2020-09-14,5373,lv,50.53,45.05
2020,Morning Consult,2020-09-13,2020-09-15,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-02,2020-09-15,5408,lv,50.43,44.9
2020,YouGov,2020-09-13,2020-09-15,1192,rv,47.0,40.0
2020,YouGov,2020-09-13,2020-09-15,1062,lv,48.0,41.0
2020,GBAO,2020-09-12,2020-09-16,1150,rv,49.0,40.0
2020,Hart/POS,2020-09-13,2020-09-16,1000,rv,49.0,42.0
2020,Morning Consult,2020-09-14,2020-09-16,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-03,2020-09-16,5416,lv,50.27,45.0
2020,Morning Consult,2020-09-15,2020-09-17,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-04,2020-09-17,5458,lv,50.3,44.9
2020,YouGov,2020-09-15,2020-09-17,1227,rv,47.0,40.0
2020,Morning Consult,2020-09-16,2020-09-18,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-05,2020-09-18,5439,lv,50.43,44.74
2020,Morning Consult,2020-09-17,2020-09-19,12000,lv,49.0,42.0
2020,USC Dornsife,2020-09-06,2020-09-19,5447,lv,50.71,44.5
2020,Morning Consult,2020-09-18,2020-09-20,1989,rv,47.0,41.0
2020,Morning Consult,2020-09-18,2020-09-20,12000,lv,49.0,42.0
2020,USC Dornsife,2020-09-07,2020-09-20,5438,lv,50.45,44.75
2020,Morning Consult,2020-09-19,2020-09-21,12000,lv,49.0,43.0
2020,USC Dornsife,2020-09-08,2020-09-21,5474,lv,50.65,44.76
2020,Morning Consult,2020-09-20,2020-09-22,12000,lv,49.0,43.0
2020,USC Dornsife,2020-09-09,2020-09-22,5432,lv,50.82,44.77
2020,YouGov,2020-09-20,2020-09-22,1282,rv,47.0,40.0
2020,YouGov,2020-09-20,2020-09-22,1124,lv,47.0,43.0
2020,YouGov,2020-09-14,2020-09-22,2000,lv,55.3,44.7
2020,Morning Consult,2020-09-21,2020-09-23,12000,lv,49.0,43.0
2020,USC Dornsife,2020-09-10,2020-09-23,5362,lv,50.9,44.63
2020,YouGov,2020-09-21,2020-09-23,1284,rv,48.0,40.0
2020,YouGov,2020-09-21,2020-09-23,1124,lv,49.0,40.0
2020,Morning Consult,2020-09-22,2020-09-24,12000,lv,49.0,43.0
2020,USC Dornsife,2020-09-11,2020-09-24,5370,lv,50.98,44.64
2020,Echelon Insights,2020-09-19,2020-09-25,1018,lv,48.0,43.0
2020,Morning Consult,2020-09-23,2020-09-25,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-12,2020-09-25,5323,lv,50.99,44.74
2020,Morning Consult,2020-09-24,2020-09-26,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-13,2020-09-26,5251,lv,51.17,44.54
2020,McLaughlin,2020-09-23,2020-09-27,1000,lv,48.0,46.0
2020,Monmouth,2020-09-24,2020-09-27,809,rv,50.0,43.0
2020,Monmouth,2020-09-24,2020-09-27,809,lv,50.0,44.0
2020,Morning Consult,2020-09-25,2020-09-27,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-14,2020-09-27,5248,lv,51.33,44.35
2020,Morning Consult,2020-09-26,2020-09-28,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-15,2020-09-28,5256,lv,51.39,44.32
2020,Morning Consult,2020-09-27,2020-09-29,12000,lv,49.0,43.0
2020,USC Dornsife,2020-09-16,2020-09-29,5092,lv,51.33,44.56
2020,Morning Consult,2020-09-28,2020-09-30,12000,lv,49.0,43.0
2020,USC Dornsife,2020-09-17,2020-09-30,4938,lv,51.81,44.21
2020,Winston,2020-09-26,2020-09-30,1000,rv,46.0,42.0
2020,YouGov,2020-09-27,2020-09-30,1500,rv,47.0,40.0
2020,YouGov,2020-09-27,2020-09-30,1350,lv,48.0,42.0
2020,Data for Progress,2020-09-30,2020-10-01,1146,lv,49.0,40.0
2020,Morning Consult,2020-09-29,2020-10-01,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-18,2020-10-01,4794,lv,51.9,44.41
2020,John Zogby Strategies/EMI Research Solutions,2020-10-02,2020-10-02,1006,lv,45.8,43.0
2020,Morning Consult,2020-09-30,2020-10-02,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-19,2020-10-02,4704,lv,51.75,44.44
2020,YouGov,2020-10-01,2020-10-02,1505,rv,45.0,41.0
2020,YouGov,2020-10-01,2020-10-02,1346,lv,48.0,40.0
2020,Morning Consult,2020-10-01,2020-10-03,12000,lv,49.0,43.0
2020,USC Dornsife,2020-09-20,2020-10-03,4683,lv,51.65,44.55
2020,YouGov,2020-10-02,2020-10-03,1202,rv,51.0,39.0
2020,YouGov,2020-10-02,2020-10-03,1088,lv,52.0,40.0
2020,Morning Consult,2020-10-02,2020-10-04,15478,lv,49.0,43.0
2020,USC Dornsife,2020-09-21,2020-10-04,4832,lv,52.03,44.19
2020,Morning Consult,2020-10-03,2020-10-05,12000,lv,50.0,42.0
2020,Pew,2020-09-30,2020-10-05,10542,rv,46.0,40.0
2020,USC Dornsife,2020-09-22,2020-10-05,4907,lv,51.93,44.31
2020,Morning Consult,2020-10-04,2020-10-06,12000,lv,49.0,42.0
2020,USC Dornsife,2020-09-23,2020-10-06,4992,lv,51.71,44.46
2020,Morning Consult,2020-10-05,2020-10-07,17249,lv,49.0,42.0
2020,USC Dornsife,2020-09-24,2020-10-07,5107,lv,51.96,44.26
2020,Morning Consult,2020-10-06,2020-10-08,12000,lv,48.0,42.0
2020,USC Dornsife,2020-09-25,2020-10-08,5153,lv,51.83,44.24
2020,Morning Consult,2020-10-07,2020-10-09,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-26,2020-10-09,5198,lv,51.99,44.18
2020,Morning Consult,2020-10-08,2020-10-10,12000,lv,48.0,43.0
2020,USC Dornsife,2020-09-27,2020-10-10,5091,lv,52.12,44.1
2020,Morning Consult,2020-10-09,2020-10-11,16045,lv,48.0,43.0
2020,USC Dornsife,2020-09-28,2020-10-11,5065,lv,52.26,43.94
2020,YouGov,2020-10-09,2020-10-11,1525,rv,45.0,38.0
2020,YouGov,2020-10-09,2020-10-11,1366,lv,48.0,41.0
2020,Hart/POS,2020-10-09,2020-10-12,1000,rv,47.0,39.0
2020,Morning Consult,2020-10-10,2020-10-12,12000,lv,48.0,43.0
2020,Opinium,2020-10-08,2020-10-12,1747,lv,51.0,40.0
2020,USC Dornsife,2020-09-29,2020-10-12,5081,lv,52.34,43.96
2020,Morning Consult,2020-10-11,2020-10-13,12000,lv,49.0,43.0
2020,USC Dornsife,2020-09-30,2020-10-13,5249,lv,52.07,44.26
2020,YouGov,2020-10-11,2020-10-13,1500,rv,43.0,37.0
2020,YouGov,2020-10-11,2020-10-13,1333,lv,49.0,41.0
2020,Morning Consult,2020-10-12,2020-10-14,15499,lv,49.0,43.0
2020,USC Dornsife,2020-10-01,2020-10-14,5425,lv,51.85,44.36
2020,Morning Consult,2020-10-13,2020-10-15,12000,lv,49.0,43.0
2020,USC Dornsife,2020-10-02,2020-10-15,5534,lv,51.99,44.4
2020,Morning Consult,2020-10-14,2020-10-16,12000,lv,49.0,42.0
2020,USC Dornsife,2020-10-03,2020-10-16,5637,lv,52.39,44.17
2020,Morning Consult,2020-10-15,2020-10-17,12000,lv,50.0,42.0
