year,office,state,race,pollster,partisan,start,end,sample,population,dem,rep,grade
2020,S,GA,Senate,Data for Progress,D,2020-10-08,2020-10-11,782,lv,44.0,43.0,2.6
2020,S,GA,Senate,Morning Consult,,2020-10-02,2020-10-11,1837,lv,42.0,46.0,1.9
2020,S,GA,Senate,SurveyUSA,,2020-10-08,2020-10-12,677,lv,43.0,46.0,2.8
2020,S,GA,Senate,Quinnipiac,,2020-10-08,2020-10-12,1160,lv,51.0,45.0,2.8
2020,S,GA,Senate,Garin Hart Yang,D,2020-10-11,2020-10-14,600,lv,50.0,45.0,1.0
2020,S,GA,Senate,Garin Hart Yang,D,2020-10-11,2020-10-14,600,lv,48.0,43.0,1.0
2020,S,GA,Senate,Opinion Insight,R,2020-10-12,2020-10-15,800,lv,44.0,44.0,2.0
2020,S,GA,Senate,Emerson,,2020-10-17,2020-10-19,506,lv,44.5,46.1,2.9
2020,S,GA,Senate,Siena/NYT,,2020-10-13,2020-10-19,759,lv,43.0,43.0,3.0
2020,S,GA,Senate,Citizen Data,,2020-10-17,2020-10-20,1000,lv,47.3,40.44,0.9
2020,S,GA,Senate,Morning Consult,,2020-10-11,2020-10-20,1672,lv,44.0,46.0,1.9
2020,S,GA,Senate,Landmark Communications,,2020-10-21,2020-10-21,500,lv,44.6,50.2,2.1
2020,S,GA,Senate,YouGov,,2020-10-20,2020-10-23,1090,lv,46.0,47.0,3.0
2020,S,GA,Senate,U. Georgia SPIA,,2020-10-14,2020-10-23,1145,lv,46.3,45.2,2.2
2020,S,GA,Senate,Civiqs,D,2020-10-23,2020-10-26,1041,lv,51.0,45.0,2.4
2020,S,GA,Senate,Swayable,,2020-10-23,2020-10-26,342,lv,47.8,49.4,
2020,S,GA,Senate,Monmouth,,2020-10-23,2020-10-27,504,rv,49.0,46.0,2.9
2020,S,GA,Senate,Monmouth,,2020-10-23,2020-10-27,504,lv,49.0,47.0,2.9
2020,S,GA,Senate,Monmouth,,2020-10-23,2020-10-27,504,lv,49.0,48.0,2.9
2020,S,GA,Senate,Landmark Communications,,2020-10-28,2020-10-28,750,lv,47.3,47.2,2.1
2020,S,GA,Senate,PPP,,2020-10-27,2020-10-28,661,v,47.0,44.0,1.4
2020,S,GA,Senate,Emerson,,2020-10-29,2020-10-31,749,lv,48.9,47.6,2.9
2020,S,GA,Senate,Morning Consult,,2020-10-22,2020-10-31,1743,lv,46.5,45.5,1.9
2020,S,GA,Senate,Landmark Communications,,2020-11-01,2020-11-01,500,lv,46.9,49.0,2.1
2020,S,GA,Senate,Data for Progress,,2020-10-27,2020-11-01,1036,lv,51.0,46.0,2.6
2020,S,GA,Senate,Swayable,,2020-10-27,2020-11-01,407,lv,47.9,49.2,
2020,S,IA,Senate,Emerson,,2019-10-13,2019-10-16,888,rv,40.0,46.5,2.9
2020,S,IA,Senate,PPP,D,2019-12-13,2019-12-15,944,v,41.0,47.0,1.4
2020,S,IA,Senate,PPP,,2020-04-30,2020-05-01,1222,v,42.0,43.0,1.4
2020,S,IA,Senate,PPP,D,2020-06-03,2020-06-04,963,v,45.0,43.0,1.4
2020,S,IA,Senate,Civiqs,D,2020-06-06,2020-06-08,865,rv,48.0,45.0,2.4
2020,S,IA,Senate,Selzer,,2020-06-07,2020-06-10,674,lv,46.0,43.0,2.8
2020,S,IA,Senate,GQR,D,2020-06-23,2020-06-28,800,lv,49.0,47.0,2.0
2020,S,IA,Senate,Spry Strategies,R,2020-07-11,2020-07-16,701,lv,44.63,42.84,1.5
2020,S,IA,Senate,RMG Research,,2020-07-27,2020-07-30,500,rv,40.0,36.0,2.3
2020,S,IA,Senate,Data for Progress,,2020-07-24,2020-08-02,1101,lv,45.0,43.0,2.6
2020,S,IA,Senate,Monmouth,,2020-07-30,2020-08-03,401,rv,45.0,48.0,2.9
2020,S,IA,Senate,Monmouth,,2020-07-30,2020-08-03,401,lv,47.0,48.0,2.9
2020,S,IA,Senate,Monmouth,,2020-07-30,2020-08-03,401,lv,47.0,48.0,2.9
2020,S,IA,Senate,PPP,D,2020-08-13,2020-08-14,729,v,48.0,45.0,1.4
2020,S,IA,Senate,Opinion Insight,R,2020-08-30,2020-09-02,800,lv,43.0,49.0,2.0
2020,S,IA,Senate,Fabrizio Ward/Hart Research Associates,,2020-08-30,2020-09-05,800,lv,45.0,50.0,
2020,S,IA,Senate,Selzer,,2020-09-14,2020-09-17,658,lv,45.0,42.0,2.8
2020,S,IA,Senate,Monmouth,,2020-09-18,2020-09-22,402,rv,47.0,47.0,2.9
2020,S,IA,Senate,Monmouth,,2020-09-18,2020-09-22,402,lv,49.0,46.0,2.9
2020,S,IA,Senate,Monmouth,,2020-09-18,2020-09-22,402,lv,48.0,47.0,2.9
2020,S,IA,Senate,Siena/NYT,,2020-09-16,2020-09-22,501,lv,42.0,40.0,3.0
2020,S,IA,Senate,RABA Research,,2020-09-23,2020-09-26,780,lv,51.0,39.0,1.3
2020,S,IA,Senate,Hart Research Associates,D,2020-09-24,2020-09-27,400,lv,48.0,48.0,1.0
2020,S,IA,Senate,Data for Progress,D,2020-09-23,2020-09-28,743,lv,46.0,45.0,2.6
2020,S,IA,Senate,Data for Progress,D,2020-09-23,2020-09-28,743,lv,44.0,42.0,2.6
2020,S,IA,Senate,Quinnipiac,,2020-10-01,2020-10-05,1205,lv,50.0,45.0,2.8
2020,S,IA,Senate,Civiqs,D,2020-10-03,2020-10-06,756,lv,49.0,46.0,2.4
2020,S,IA,Senate,Opinion Insight,R,2020-10-05,2020-10-08,800,lv,44.0,45.0,2.0
2020,S,IA,Senate,YouGov,,2020-10-06,2020-10-09,1022,lv,47.0,43.0,3.0
2020,S,IA,Senate,Data for Progress,D,2020-10-08,2020-10-11,822,lv,47.0,43.0,2.6
2020,S,IA,Senate,InsiderAdvantage,,2020-10-18,2020-10-19,400,lv,48.1,43.4,2.0
2020,S,IA,Senate,Monmouth,,2020-10-15,2020-10-19,501,rv,47.0,47.0,2.9
2020,S,IA,Senate,Monmouth,,2020-10-15,2020-10-19,501,lv,49.0,47.0,2.9
2020,S,IA,Senate,Monmouth,,2020-10-15,2020-10-19,501,lv,51.0,45.0,2.9
2020,S,IA,Senate,Siena/NYT,,2020-10-18,2020-10-20,753,lv,44.0,45.0,3.0
2020,S,IA,Senate,Emerson,,2020-10-19,2020-10-21,435,lv,46.36,50.44,2.9
2020,S,IA,Senate,RMG Research,,2020-10-15,2020-10-21,800,lv,46.0,43.0,2.3
2020,S,IA,Senate,RABA Research,,2020-10-21,2020-10-24,693,lv,51.0,45.0,1.3
2020,S,IA,Senate,Quinnipiac,,2020-10-23,2020-10-27,1225,lv,46.0,48.0,2.8
2020,S,IA,Senate,Selzer,,2020-10-26,2020-10-29,814,lv,42.0,46.0,2.8
2020,S,IA,Senate,InsiderAdvantage,,2020-10-30,2020-10-30,400,lv,45.1,50.7,2.0
2020,S,IA,Senate,Emerson,,2020-10-29,2020-10-31,604,lv,50.8,47.7,2.9
2020,S,IA,Senate,Civiqs,D,2020-10-29,2020-11-01,853,lv,50.0,47.0,2.4
2020,S,IA,Senate,Change Research,,2020-10-29,2020-11-01,1084,lv,48.0,47.0,1.4
2020,S,IA,Senate,Data for Progress,,2020-10-27,2020-11-01,951,lv,49.0,45.0,2.6
2020,S,IA,Senate,PPP,,2020-11-01,2020-11-02,871,v,48.0,47.0,1.4
2020,S,ID,Senate,Spry Strategies,,2020-08-29,2020-09-01,600,lv,27.72,53.36,1.5
2020,S,IL,Senate,Research Co.,,2020-10-31,2020-11-01,450,lv,52.0,30.0,2.4
2020,S,IL,Senate,Victory Research,,2020-10-29,2020-11-01,1208,lv,50.6,25.6,1.8
2020,S,KS,Senate,PPP,,2020-03-10,2020-03-11,1567,v,37.0,47.0,1.4
2020,S,KS,Senate,NMB Research,R,2020-05-17,2020-05-19,506,lv,35.0,46.0,1.6
2020,S,KS,Senate,Civiqs,D,2020-05-30,2020-06-01,699,rv,41.0,42.0,2.4
2020,S,KS,Senate,PPP,D,2020-08-05,2020-08-06,864,v,42.0,43.0,1.4
2020,S,KS,Senate,SurveyUSA,,2020-08-05,2020-08-09,1202,lv,44.0,46.0,2.8
2020,S,KS,Senate,co/efficient,R,2020-09-15,2020-09-16,794,lv,39.0,43.0,1.1
2020,S,KS,Senate,Data for Progress,D,2020-09-14,2020-09-19,883,lv,40.0,40.0,2.6
2020,S,KS,Senate,Data for Progress,D,2020-09-14,2020-09-19,883,lv,42.0,42.0,2.6
2020,S,KS,Senate,GBAO,D,2020-09-24,2020-09-27,600,lv,45.0,43.0,1.2
2020,S,KS,Senate,Civiqs,D,2020-09-26,2020-09-29,677,lv,43.0,50.0,2.4
2020,S,KS,Senate,VCreek/AMG,,2020-09-29,2020-09-30,3104,lv,45.39,41.87,1.1
2020,S,KS,Senate,PPP,D,2020-10-19,2020-10-20,897,v,43.0,43.0,1.4
2020,S,KS,Senate,co/efficient,R,2020-10-18,2020-10-20,2453,lv,39.0,51.0,1.1
2020,S,KS,Senate,Siena/NYT,,2020-10-18,2020-10-20,755,lv,42.0,46.0,3.0
2020,S,KS,Senate,GBAO,D,2020-10-25,2020-10-27,600,lv,47.0,47.0,1.2
2020,S,KS,Senate,GBAO,D,2020-10-25,2020-10-27,600,lv,46.0,45.0,1.2
2020,S,KS,Senate,VCreek/AMG,,2020-10-25,2020-10-27,1149,lv,43.46,47.03,1.1
2020,S,KS,Senate,Data for Progress,,2020-10-27,2020-11-01,1121,lv,45.0,51.0,2.6
2020,S,KY,Senate,Change Research,D,2019-06-15,2019-06-16,1629,lv,45.0,47.0,1.4
2020,S,KY,Senate,Fabrizio Ward,,2019-07-29,2019-07-31,600,lv,46.0,47.0,1.7
2020,S,KY,Senate,Garin Hart Yang,D,2020-01-08,2020-01-13,802,lv,40.0,43.0,1.0
2020,S,KY,Senate,Change Research,D,2020-01-17,2020-01-21,1281,lv,41.0,41.0,1.4
2020,S,KY,Senate,Bluegrass Data Analytics,D,2020-04-07,2020-04-12,4000,rv,38.0,40.0,
2020,S,KY,Senate,RMG Research,,2020-05-21,2020-05-24,500,rv,41.0,40.0,2.3
2020,S,KY,Senate,Civiqs,,2020-06-13,2020-06-15,898,rv,33.0,53.0,2.4
2020,S,KY,Senate,Garin Hart Yang,D,2020-07-07,2020-07-12,800,lv,41.0,45.0,1.0
2020,S,KY,Senate,Spry Strategies,R,2020-07-11,2020-07-16,700,lv,33.14,55.29,1.5
2020,S,KY,Senate,Bluegrass Data Analytics,D,2020-07-25,2020-07-29,3020,rv,46.0,49.0,
2020,S,KY,Senate,Morning Consult,,2020-07-24,2020-08-02,793,lv,36.0,53.0,1.9
2020,S,KY,Senate,Quinnipiac,,2020-07-30,2020-08-03,909,rv,44.0,49.0,2.8
2020,S,KY,Senate,Quinnipiac,,2020-09-10,2020-09-14,1164,lv,41.0,53.0,2.8
2020,S,KY,Senate,Data for Progress,D,2020-09-14,2020-09-19,807,lv,39.0,46.0,2.6
2020,S,KY,Senate,Data for Progress,D,2020-09-14,2020-09-19,807,lv,41.0,48.0,2.6
2020,S,KY,Senate,Morning Consult,,2020-09-11,2020-09-20,746,lv,37.0,52.0,1.9
2020,S,KY,Senate,Mason-Dixon,,2020-10-12,2020-10-15,625,lv,42.0,51.0,2.6
2020,S,KY,Senate,Cygnal,R,2020-10-19,2020-10-20,640,lv,39.9,50.2,2.1
2020,S,KY,Senate,Bluegrass Community and Technical College,,2020-10-16,2020-10-28,250,rv,39.6,50.0,
2020,S,KY,Senate,Morning Consult,,2020-10-22,2020-10-31,911,lv,39.8,51.1,1.9
2020,S,KY,Senate,Swayable,,2020-10-23,2020-11-01,365,lv,46.3,49.1,
2020,S,MA,Senate,Remington,R,2020-09-16,2020-09-17,907,lv,50.0,40.0,2.6
2020,S,MA,Senate,UMass Amherst/YouGov,,2020-10-14,2020-10-21,713,lv,65.0,26.0,
2020,S,MA,Senate,MassINC Polling Group,,2020-10-23,2020-10-30,929,lv,60.0,29.0,2.8
2020,S,ME,Senate,Pan Atlantic Research,,2019-03-04,2019-03-13,500,lv,29.1,51.2,2.1
2020,S,ME,Senate,Gravis Marketing (2020 and earlier),,2019-06-24,2019-06-24,767,rv,36.0,52.0,2.0
2020,S,ME,Senate,Fabrizio Ward,,2019-07-29,2019-07-31,600,lv,35.0,52.0,1.7
2020,S,ME,Senate,Colby College,,2020-02-10,2020-02-13,1008,lv,43.0,42.0,
2020,S,ME,Senate,PPP,,2020-03-02,2020-03-03,872,v,47.0,43.0,1.4
2020,S,ME,Senate,Victory Geek,D,2020-05-13,2020-05-18,512,lv,51.0,42.0,
2020,S,ME,Senate,Moore Information,R,2020-06-20,2020-06-24,600,rv,37.0,45.0,0.6
2020,S,ME,Senate,PPP,,2020-07-02,2020-07-03,1022,v,46.0,42.0,1.4
2020,S,ME,Senate,PPP,D,2020-07-22,2020-07-23,561,v,47.0,42.0,1.4
2020,S,ME,Senate,Colby College,,2020-07-18,2020-07-24,888,lv,44.0,39.0,
2020,S,ME,Senate,RMG Research,,2020-07-27,2020-08-02,500,rv,48.0,41.0,2.3
2020,S,ME,Senate,Data for Progress,,2020-07-24,2020-08-02,866,lv,48.0,45.0,2.6
2020,S,ME,Senate,Quinnipiac,,2020-07-30,2020-08-03,807,rv,47.0,43.0,2.8
2020,S,ME,Senate,Digital Research,,2020-07-28,2020-08-09,500,rv,43.0,35.0,1.4
2020,S,ME,Senate,Digital Research,,2020-07-28,2020-08-09,453,lv,43.0,38.0,1.4
2020,S,ME,Senate,PPP,D,2020-08-13,2020-08-14,571,v,49.0,44.0,1.4
2020,S,ME,Senate,Fabrizio Ward/Hart Research Associates,,2020-08-30,2020-09-05,800,lv,48.0,47.0,
2020,S,ME,Senate,Fabrizio Ward/Hart Research Associates,,2020-08-30,2020-09-05,800,lv,44.0,43.0,
2020,S,ME,Senate,Citizen Data,,2020-09-04,2020-09-07,600,lv,48.95,40.82,0.9
2020,S,ME,Senate,Quinnipiac,,2020-09-10,2020-09-14,1183,lv,54.0,42.0,2.8
2020,S,ME,Senate,Siena/NYT,,2020-09-11,2020-09-16,663,lv,49.0,44.0,3.0
2020,S,ME,Senate,Siena/NYT,,2020-09-11,2020-09-16,663,lv,44.0,40.0,3.0
2020,S,ME,Senate,Suffolk,,2020-09-17,2020-09-20,500,lv,46.2,41.0,2.9
2020,S,ME,Senate,Suffolk,,2020-09-17,2020-09-20,500,lv,49.2,42.2,2.9
2020,S,ME,Senate,Moore Information,R,2020-09-20,2020-09-22,500,lv,42.0,42.0,0.6
2020,S,ME,Senate,Colby College,,2020-09-17,2020-09-23,847,lv,45.0,41.0,
2020,S,ME,Senate,Data for Progress,D,2020-09-23,2020-09-28,718,lv,46.0,41.0,2.6
2020,S,ME,Senate,Data for Progress,D,2020-09-23,2020-09-28,718,lv,50.0,42.0,2.6
2020,S,ME,Senate,Digital Research,,2020-09-25,2020-10-04,500,rv,43.0,42.0,1.4
2020,S,ME,Senate,Digital Research,,2020-09-25,2020-10-04,466,lv,44.0,43.0,1.4
2020,S,ME,Senate,Pan Atlantic Research,,2020-10-02,2020-10-06,600,lv,46.9,39.8,2.1
2020,S,ME,Senate,Colby College,,2020-10-21,2020-10-25,879,lv,46.6,43.4,
2020,S,ME,Senate,SurveyUSA,,2020-10-23,2020-10-27,1007,lv,46.0,45.0,2.8
2020,S,ME,Senate,SurveyUSA,,2020-10-23,2020-10-27,1007,lv,51.0,49.0,2.8
2020,S,ME,Senate,Emerson,,2020-10-29,2020-10-31,611,lv,47.6,45.8,2.9
2020,S,ME,Senate,Change Research,,2020-10-29,2020-11-02,1024,lv,46.0,42.0,1.4
2020,S,ME,Senate,Change Research,,2020-10-29,2020-11-02,1024,lv,54.0,46.0,1.4
2020,S,MI,Senate,Emerson,,2019-03-07,2019-03-10,743,rv,43.6,42.6,2.9
2020,S,MI,Senate,Target Insyght,,2019-04-22,2019-04-25,800,lv,50.0,36.0,1.0
2020,S,MI,Senate,Denno Research,,2019-09-21,2019-09-24,600,lv,39.5,39.3,1.8
2020,S,MI,Senate,Target Insyght,,2019-09-25,2019-09-26,804,lv,53.0,37.0,1.0
2020,S,MI,Senate,MRG (Marketing Resource Group),,2019-10-07,2019-10-10,600,lv,43.0,39.6,1.8
2020,S,MI,Senate,Hodas & Associates,R,2019-10-10,2019-10-16,600,lv,47.5,35.2,
2020,S,MI,Senate,Emerson,,2019-10-31,2019-11-03,1051,rv,45.9,39.6,2.9
2020,S,MI,Senate,Hodas & Associates,R,2019-11-24,2019-11-26,600,lv,43.2,44.2,
2020,S,MI,Senate,Glengariff Group Inc.,,2020-01-03,2020-01-07,600,lv,43.5,39.7,1.5
2020,S,MI,Senate,Baldwin Wallace University/Oakland University/Ohio Northern University,,2020-01-08,2020-01-20,1023,rv,41.9,32.2,2.1
2020,S,MI,Senate,Quinnipiac,,2020-02-12,2020-02-18,845,rv,45.0,39.0,2.8
2020,S,MI,Senate,Øptimus,R,2020-03-05,2020-03-07,550,lv,40.24,41.22,
2020,S,MI,Senate,Hodas & Associates,R,2020-03-12,2020-03-16,600,lv,50.5,42.0,
2020,S,MI,Senate,MRG (Marketing Resource Group),,2020-03-16,2020-03-20,600,lv,42.0,35.0,1.8
2020,S,MI,Senate,PPP,D,2020-03-31,2020-04-01,1019,v,45.0,38.0,1.4
2020,S,MI,Senate,Spry Strategies,R,2020-03-30,2020-04-01,602,lv,42.15,40.2,1.5
2020,S,MI,Senate,Hodas & Associates,R,2020-04-09,2020-04-11,600,lv,47.83,37.33,
2020,S,MI,Senate,Beacon/Shaw,,2020-04-18,2020-04-21,801,rv,46.0,36.0,2.8
2020,S,MI,Senate,PPP,D,2020-04-28,2020-04-29,1270,v,46.0,37.0,1.4
2020,S,MI,Senate,Hodas & Associates,R,2020-05-01,2020-05-05,600,lv,48.67,36.83,
2020,S,MI,Senate,Change Research,,2020-05-11,2020-05-17,3070,lv,47.84,43.27,1.4
2020,S,MI,Senate,PPP,D,2020-05-29,2020-05-30,1582,v,48.0,39.0,1.4
2020,S,MI,Senate,EPIC-MRA,,2020-05-30,2020-06-03,600,lv,51.0,36.0,1.9
2020,S,MI,Senate,Kiaer Research,,2020-05-31,2020-06-07,543,lv,48.0,32.0,1.4
2020,S,MI,Senate,TIPP,,2020-06-09,2020-06-12,907,rv,47.0,35.0,1.8
2020,S,MI,Senate,MRG (Marketing Resource Group),,2020-06-12,2020-06-15,600,lv,36.4,30.3,1.8
2020,S,MI,Senate,Redfield & Wilton Strategies,,2020-06-14,2020-06-16,826,lv,50.0,32.0,1.8
2020,S,MI,Senate,Siena/NYT,,2020-06-08,2020-06-17,610,rv,41.0,31.0,3.0
2020,S,MI,Senate,Hodas & Associates,R,2020-06-17,2020-06-20,600,lv,51.0,37.5,
2020,S,MI,Senate,PPP,D,2020-06-26,2020-06-27,1237,v,47.0,39.0,1.4
2020,S,MI,Senate,Change Research,,2020-06-26,2020-06-28,699,lv,49.0,42.0,1.4
2020,S,MI,Senate,PPP,D,2020-07-09,2020-07-10,1041,v,49.0,42.0,1.4
2020,S,MI,Senate,Change Research,,2020-07-10,2020-07-12,824,lv,50.0,43.0,1.4
2020,S,MI,Senate,Hodas & Associates,R,2020-07-13,2020-07-16,600,lv,51.33,39.5,
2020,S,MI,Senate,Spry Strategies,R,2020-07-11,2020-07-16,700,lv,47.31,37.25,1.5
2020,S,MI,Senate,Beacon/Shaw,,2020-07-18,2020-07-20,756,rv,48.0,38.0,2.8
2020,S,MI,Senate,MRG (Marketing Resource Group),,2020-07-19,2020-07-21,600,lv,40.5,33.5,1.8
2020,S,MI,Senate,Gravis Marketing (2020 and earlier),,2020-07-22,2020-07-22,754,lv,49.0,39.0,2.0
2020,S,MI,Senate,Redfield & Wilton Strategies,,2020-07-19,2020-07-24,811,lv,52.0,35.0,1.8
2020,S,MI,Senate,CNN/SSRS,,2020-07-18,2020-07-24,927,rv,54.0,38.0,2.8
2020,S,MI,Senate,Change Research,,2020-07-24,2020-07-26,413,lv,48.0,44.0,1.4
2020,S,MI,Senate,Morning Consult,,2020-07-17,2020-07-26,1320,lv,49.0,35.0,1.9
2020,S,MI,Senate,PPP,D,2020-07-28,2020-07-29,876,v,47.0,39.0,1.4
2020,S,MI,Senate,EPIC-MRA,,2020-07-25,2020-07-30,600,lv,50.0,40.0,1.9
2020,S,MI,Senate,Change Research,,2020-08-07,2020-08-09,413,lv,48.0,45.0,1.4
2020,S,MI,Senate,Tarrance,R,2020-08-10,2020-08-13,602,rv,48.7,44.1,1.6
2020,S,MI,Senate,Hodas & Associates,R,2020-08-11,2020-08-15,600,lv,53.48,38.98,
2020,S,MI,Senate,Redfield & Wilton Strategies,,2020-08-16,2020-08-18,812,lv,48.0,39.0,1.8
2020,S,MI,Senate,Change Research,,2020-08-21,2020-08-23,809,lv,50.0,45.0,1.4
2020,S,MI,Senate,Trafalgar Group,R,2020-08-14,2020-08-23,1048,lv,46.6,48.1,0.7
2020,S,MI,Senate,PPP,D,2020-08-28,2020-08-29,897,v,47.0,39.0,1.4
2020,S,MI,Senate,Opinion Insight,R,2020-08-30,2020-09-02,800,lv,46.0,42.0,2.0
2020,S,MI,Senate,Rasmussen,,2020-09-02,2020-09-03,1000,lv,47.56,40.12,2.1
2020,S,MI,Senate,Tarrance,R,2020-09-01,2020-09-03,569,rv,47.0,46.0,1.6
2020,S,MI,Senate,Glengariff Group Inc.,,2020-09-01,2020-09-03,600,lv,43.7,40.6,1.5
2020,S,MI,Senate,Redfield & Wilton Strategies,,2020-08-30,2020-09-03,967,lv,50.0,38.0,1.8
2020,S,MI,Senate,Change Research,,2020-09-04,2020-09-06,876,lv,50.0,46.0,1.4
2020,S,MI,Senate,Benenson Strategy Group/GS Strategy Group,,2020-08-28,2020-09-08,1600,lv,45.0,41.0,
2020,S,MI,Senate,Redfield & Wilton Strategies,,2020-09-12,2020-09-14,930,lv,51.0,35.0,1.8
2020,S,MI,Senate,EPIC-MRA,,2020-09-10,2020-09-15,600,lv,45.0,41.0,1.9
2020,S,MI,Senate,Ipsos,,2020-09-11,2020-09-16,637,lv,49.0,43.0,2.8
2020,S,MI,Senate,Morning Consult,,2020-09-08,2020-09-17,1451,lv,47.6,39.7,1.9
2020,S,MI,Senate,Hart Research Associates,D,2020-09-17,2020-09-19,400,lv,50.0,42.0,1.0
2020,S,MI,Senate,MRG (Marketing Resource Group),,2020-09-14,2020-09-19,600,lv,42.0,40.0,1.8
2020,S,MI,Senate,Data for Progress,D,2020-09-14,2020-09-19,455,lv,47.0,42.0,2.6
2020,S,MI,Senate,Change Research,,2020-09-18,2020-09-20,568,lv,50.0,44.0,1.4
2020,S,MI,Senate,Morning Consult,,2020-09-11,2020-09-20,1376,lv,47.0,40.0,1.9
2020,S,MI,Senate,Baldwin Wallace University/Oakland University/Ohio Northern University,,2020-09-08,2020-09-22,1001,lv,45.6,41.4,2.1
2020,S,MI,Senate,Marist College,,2020-09-19,2020-09-23,1082,rv,49.0,43.0,2.9
2020,S,MI,Senate,Marist College,,2020-09-19,2020-09-23,799,lv,49.0,44.0,2.9
2020,S,MI,Senate,Trafalgar Group,R,2020-09-23,2020-09-25,1047,lv,47.2,47.3,0.7
2020,S,MI,Senate,Trafalgar Group,R,2020-09-26,2020-09-28,1042,lv,48.1,46.7,0.7
2020,S,MI,Senate,PPP,D,2020-09-30,2020-10-01,746,v,48.0,41.0,1.4
2020,S,MI,Senate,Glengariff Group Inc.,,2020-09-30,2020-10-03,600,lv,44.9,39.5,1.5
2020,S,MI,Senate,Change Research,,2020-10-02,2020-10-04,676,lv,51.0,43.0,1.4
2020,S,MI,Senate,Tarrance,R,2020-10-03,2020-10-05,601,rv,48.0,46.0,1.6
2020,S,MI,Senate,Opinion Insight,R,2020-10-03,2020-10-06,800,lv,49.0,41.0,2.0
2020,S,MI,Senate,Ipsos,,2020-09-29,2020-10-06,709,lv,50.0,43.0,2.8
2020,S,MI,Senate,Emerson,,2020-10-06,2020-10-07,716,lv,50.7,41.1,2.9
2020,S,MI,Senate,Baldwin Wallace University/Oakland University/Ohio Northern University,,2020-09-30,2020-10-08,1134,lv,48.0,42.1,2.1
2020,S,MI,Senate,YouGov,,2020-10-06,2020-10-09,1181,lv,47.0,44.0,3.0
2020,S,MI,Senate,Siena/NYT,,2020-10-06,2020-10-11,614,lv,43.0,42.0,3.0
2020,S,MI,Senate,Morning Consult,,2020-10-02,2020-10-11,1710,lv,49.0,40.0,1.9
2020,S,MI,Senate,EPIC-MRA,,2020-10-08,2020-10-12,600,lv,45.0,39.0,1.9
2020,S,MI,Senate,Ipsos,,2020-10-07,2020-10-13,620,lv,52.0,44.0,2.8
2020,S,MI,Senate,Harris Poll,,2020-10-12,2020-10-15,1289,lv,50.0,43.0,1.5
2020,S,MI,Senate,Trafalgar Group,R,2020-10-11,2020-10-15,1018,lv,46.6,48.0,0.7
2020,S,MI,Senate,Mitchell,,2020-10-18,2020-10-18,900,lv,49.0,43.0,2.4
2020,S,MI,Senate,Data for Progress,D,2020-10-15,2020-10-18,830,lv,48.0,43.0,2.6
2020,S,MI,Senate,Trafalgar Group,R,2020-10-15,2020-10-18,1034,lv,47.5,49.7,0.7
2020,S,MI,Senate,Change Research,,2020-10-16,2020-10-19,718,lv,51.0,46.0,1.4
2020,S,MI,Senate,EPIC-MRA,,2020-10-15,2020-10-19,600,lv,45.0,39.0,1.9
2020,S,MI,Senate,Beacon/Shaw,,2020-10-17,2020-10-20,1032,lv,49.0,41.0,2.8
2020,S,MI,Senate,Beacon/Shaw,,2020-10-17,2020-10-20,1104,rv,47.0,41.0,2.8
2020,S,MI,Senate,Citizen Data,,2020-10-17,2020-10-20,1000,lv,45.86,42.31,0.9
2020,S,MI,Senate,Ipsos,,2020-10-14,2020-10-20,686,lv,50.0,45.0,2.8
2020,S,MI,Senate,Morning Consult,,2020-10-11,2020-10-20,1717,lv,48.0,42.0,1.9
2020,S,MI,Senate,PPP,D,2020-10-21,2020-10-22,804,v,52.0,43.0,1.4
2020,S,MI,Senate,Gravis Marketing (2020 and earlier),,2020-10-24,2020-10-24,679,lv,52.0,41.0,2.0
2020,S,MI,Senate,Glengariff Group Inc.,,2020-10-23,2020-10-25,600,lv,48.4,38.8,1.5
2020,S,MI,Senate,ABC/Washington Post,,2020-10-20,2020-10-25,902,rv,49.0,45.0,3.0
2020,S,MI,Senate,ABC/Washington Post,,2020-10-20,2020-10-25,789,lv,52.0,46.0,3.0
2020,S,MI,Senate,Tarrance,R,2020-10-24,2020-10-26,,lv,47.5,46.2,1.6
2020,S,MI,Senate,Siena/NYT,,2020-10-23,2020-10-26,856,lv,49.0,41.0,3.0
2020,S,MI,Senate,Swayable,,2020-10-23,2020-10-26,365,lv,58.4,41.6,
2020,S,MI,Senate,Ipsos,,2020-10-20,2020-10-26,652,lv,50.0,44.0,2.8
2020,S,MI,Senate,Mitchell,,2020-10-25,2020-10-27,759,lv,52.4,42.8,2.4
2020,S,MI,Senate,EPIC-MRA,,2020-10-25,2020-10-28,600,lv,47.0,42.0,1.9
2020,S,MI,Senate,Kiaer Research,,2020-10-21,2020-10-28,669,lv,50.8,38.0,1.4
2020,S,MI,Senate,Mitchell,,2020-10-29,2020-10-29,817,lv,50.3,44.9,2.4
2020,S,MI,Senate,RMG Research,,2020-10-27,2020-10-29,800,lv,50.0,41.0,2.3
2020,S,MI,Senate,PPP,D,2020-10-29,2020-10-30,745,v,54.0,44.0,1.4
2020,S,MI,Senate,Targoz Market Research,,2020-10-25,2020-10-30,993,lv,54.0,43.0,1.8
2020,S,MI,Senate,CNN/SSRS,,2020-10-23,2020-10-30,907,lv,52.0,40.0,2.8
2020,S,MI,Senate,CNN/SSRS,,2020-10-23,2020-10-30,953,rv,52.0,39.0,2.8
